Time (s),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Class
111.2559924,0.25,-0.05,-0.14,59.39,19.9,-18.68,30.8,10.58,47.68,RUN
111.3664966,0.2,-0.05,0.04,-35.83,-29.6,-9.58,32.02,9.94,47.05,RUN
111.4767129,1.84,0.34,-0.21,-43.82,-24.66,-29.54,33.37,15.22,47.83,RUN
111.5849698,1.01,0.16,0,-86.49,17.64,32.71,33.22,18.53,45.35,RUN
111.6954973,-0.17,0,-0.29,-45.72,48.28,-18.92,31.88,19.51,45.32,RUN
111.8049824,0.79,0.08,-0.08,110.47,-80.26,-26.67,33.78,20.56,44.3,RUN
111.9150145,1.78,-0.14,-0.1,88.26,64.27,41.75,33.37,14.4,46.67,RUN
112.0254846,0.12,0.02,0.01,76.97,4.21,2.08,32.02,9.42,45.89,RUN
112.1348579,-0.15,-0.09,-0.1,-16.36,-28.14,-9.83,31.87,10.39,47.49,RUN
112.2457738,2.87,-0.37,-0.34,-88.68,4.15,5.25,35.05,13.75,45.54,RUN
112.3542624,0.4,-0.02,-0.15,-49.07,-2.2,23.07,33.29,17.74,46.61,RUN
112.4648476,-0.19,0.09,-0.23,-46.69,-20.14,4.03,32.39,19.86,45.65,RUN
112.5743334,1.79,0.17,0.33,9.46,-25.51,33.39,35.3,19.51,43.84,RUN
112.6833448,1.19,-0.04,0.02,40.34,64.15,7.2,31.8,14.44,47.83,RUN
112.7930193,0.35,-0.09,-0.16,17.76,-4.82,7.51,30.86,11.61,47.99,RUN
112.9023831,0.55,-0.15,-0.38,-15.01,-66.89,-14.16,31.91,14.25,48.03,RUN
113.0119455,1.47,-0.09,-0.12,-97.35,22.58,3.05,33.06,19.23,46.33,RUN
113.1213405,0.4,-0.02,-0.19,-42.66,36.38,5.37,30.27,21.72,47.14,RUN
113.2311311,-0.17,0.14,-0.32,26.43,-35.95,-1.53,28.44,24.65,47.46,RUN
113.3415942,3.37,0.92,-0.44,63.48,-57.07,-27.83,30.53,21.62,47.23,RUN
113.4518034,0.8,-0.07,0.07,26.92,65,-10.44,30.32,14.99,48.5,RUN
113.561331,-0.35,-0.29,-0.06,70.43,-59.88,-18.55,30.41,11.54,48.23,RUN
113.6711552,2.15,0.12,0.04,-83.92,8,-29.72,33.45,14.48,47.72,RUN
113.7815635,1.01,0.12,-0.25,-79.47,46.88,3.97,32.93,20.61,47.29,RUN
113.8916054,-0.03,0.07,-0.27,-16.42,-12.21,4.52,30.29,23.6,47.13,RUN
114.0017939,1.6,0.41,-0.07,44.37,28.26,19.35,32.84,23.38,45.24,RUN
114.111707,1.45,0.04,-0.39,113.53,50.96,30.82,33.81,15.71,47.55,RUN
114.2217398,0.08,-0.25,-0.12,53.59,12.94,-18.62,30.35,11.96,49.43,RUN
114.331413,0.03,-0.1,-0.12,-49.62,-20.14,-6.96,32.1,10.89,46.5,RUN
114.4414577,2.9,-0.28,-0.36,-82.15,-24.35,22.28,33.56,15.78,47.05,RUN
114.5517902,0.54,0.07,-0.17,-53.28,35.71,11.17,31.54,19.98,48,RUN
114.6618607,-0.11,-0.02,-0.24,3.91,-29.54,8.54,30.15,21.57,47.66,RUN
114.7715719,1.91,0.21,-0.57,28.75,-43.33,-14.89,32.56,18.41,47.69,RUN
114.8806379,1.17,-0.04,0.07,27.65,51.33,6.9,31.75,11.35,47.95,RUN
114.9904523,0.05,-0.13,-0.04,47.06,-37.48,-10.07,31.99,7.92,46.39,RUN
115.10147,2.43,-0.62,0.19,-79.1,31.74,-26.86,34.46,10.91,44.74,RUN
115.2111011,1.67,-0.04,0.16,-114.81,20.26,18.92,32.89,16.98,46.5,RUN
115.319824,0.16,0.03,-0.35,-48.28,32.23,17.64,32.78,21.09,45.28,RUN
115.4306707,0.21,0.11,-0.04,20.08,-45.53,0.73,33.42,22.42,44.64,RUN
115.539835,2.44,0.83,-0.46,67.81,-15.26,5.8,35.69,20.15,43.32,RUN
115.6494231,0.54,0.05,-0.11,83.74,-2.81,-27.4,34,13.88,45.42,RUN
115.7585995,-0.37,-0.43,-0.28,18.19,-9.09,-29.17,34.13,10.23,45.42,RUN
115.8680587,3.21,-0.64,0.09,-86.55,35.52,-65.98,35.82,12.87,44.03,RUN
115.9786298,1.32,0.05,-0.15,-76.11,-18.49,46.45,34.24,17.91,45.1,RUN
116.0879848,0.09,0.36,-0.27,-41.99,4.33,23.8,35.79,17.72,42.24,RUN
116.1968684,0.6,-0.08,-0.02,70.19,-67.69,3.17,38.61,14.72,39.98,RUN
116.3078654,2,0.04,0.17,28.81,89.36,1.53,35.38,13.76,44.45,RUN
116.4184,-0.07,0,-0.27,24.6,1.53,-16.48,34.39,11,43.52,RUN
116.5269346,-0.02,-0.05,0.03,8.06,-64.76,-25.09,34.23,13.79,45.59,RUN
116.637553,2.79,-0.48,-0.12,-72.39,3.97,14.89,34.68,18.25,45.28,RUN
116.7469902,0.37,-0.06,-0.22,-38.09,-8.24,27.1,32.78,21.52,45.31,RUN
116.8575308,-0.5,0.16,-0.17,-18.74,-19.1,10.86,33.06,22.78,44.63,RUN
116.9668405,1.59,-0.27,-0.17,-16.91,31.62,37.05,35.05,21.74,43.88,RUN
117.0767558,1.34,0.08,0.04,53.16,67.44,3.66,30.88,17.26,46.64,RUN
117.1850374,0.8,-0.26,-0.4,23.19,0.12,-12.15,31.18,13.29,46.08,RUN
117.2941427,1.27,-0.63,-0.06,13.55,-111.57,-26.98,32.81,16.06,45.91,RUN
117.4038744,1.41,-0.1,-0.15,-78.49,71.04,5.19,33.44,21.19,44.25,RUN
117.514677,0.3,0.23,-0.23,-3.42,-19.53,2.56,30.99,24.13,44.23,RUN
117.6244137,0.21,0.23,-0.13,56.09,-57.19,-5.25,33.02,22.63,44.48,RUN
117.7341919,2.15,0.74,-0.26,77.45,-31.49,-5.37,34.23,20.36,42.74,RUN
117.8443646,0.36,0.03,-0.06,61.16,12.51,-6.9,33,14.9,45.84,RUN
117.9529531,-0.23,-0.18,-0.3,-9.03,-31.86,-12.15,35.02,10.84,42.44,RUN
118.0631986,3.14,0.03,-0.13,-24.11,9.34,-25.02,35.25,15.08,44.81,RUN
118.1719735,0.63,0.2,-0.11,-46.81,-2.5,17.64,34.17,17.91,44.73,RUN
118.2822266,-0.14,0.19,-0.23,0.37,-18.19,8.85,34,19.84,44.38,RUN
118.3918445,2.96,-0.05,0.04,20.81,23.99,-6.53,34.48,18.51,44.34,RUN
118.5027936,1.38,-0.27,0.22,54.69,83.86,22.77,33.01,12.48,46.72,RUN
118.6122916,0.79,-0.11,-0.21,-1.28,36.32,-11.6,31.46,9.27,45.72,RUN
118.7223687,0.49,-0.42,-0.26,-12.15,-96.25,-15.75,32.86,11.41,46.04,RUN
118.8323884,1.75,-0.39,-0.04,-78.74,16.42,26.25,33.28,16.05,45.8,RUN
118.9420114,0.05,0.03,-0.22,-40.89,-5.98,10.44,33.5,19.4,44.01,RUN
119.0523863,-0.03,0.12,-0.19,37.66,-43.7,5.43,35.11,21,42.93,RUN
119.161479,1.97,0.85,-0.32,80.51,3.36,11.54,35.78,18.65,42.85,RUN
119.2709682,0.56,-0.01,-0.05,73.06,19.71,-13.18,34.14,11.58,45.67,RUN
119.3807538,-0.25,-0.15,-0.2,-38.15,-11.23,-17.03,33.34,9.63,45.96,RUN
119.4916401,1.53,0.19,-0.32,-34.85,-2.01,-37.96,34.47,14.17,45.68,RUN
119.6012652,1.09,0.06,-0.06,-82.58,50.29,16.3,33.94,20.07,45.74,RUN
119.7116692,-0.02,0.03,-0.21,-41.87,16.3,8,31.79,22.69,45.92,RUN
119.8217137,1.5,0.4,0.01,87.52,-32.65,3.23,33.42,21.47,44.43,RUN
119.9307382,1.3,-0.18,-0.15,85.51,118.04,16.85,34.14,15.64,46.41,RUN
120.0402002,-0.19,-0.33,-0.2,63.84,-2.01,2.26,31.31,11.1,47.57,RUN
120.1505258,0.6,-0.36,-0.26,-34.67,-53.28,-11.17,32.36,10.27,47.68,RUN
120.2606711,1.71,-0.18,-0.23,-110.23,-17.88,2.38,34.89,16.1,45.73,RUN
120.3697734,0.38,0.02,-0.14,-65.92,7.69,11.6,33.44,20.83,45.89,RUN
120.4799371,-0.21,0.1,-0.32,37.17,-31.68,10.13,34.78,21.51,44.08,RUN
120.5903602,2.93,0.6,-0.62,64.51,-6.53,-14.47,35.55,19.91,44.15,RUN
120.7004917,0.71,-0.28,0.03,74.77,17.64,3.48,34.38,12.78,45.65,RUN
120.8093731,-0.16,-0.19,-0.21,2.08,-17.09,-28.63,33.91,10.68,44.24,RUN
120.9195299,2.47,-0.04,-0.18,-54.63,-8.85,-93.38,36.3,13.53,44.17,RUN
121.0297189,1.12,-0.25,-0.13,-67.5,28.32,16.24,34.23,19.65,45.43,RUN
121.1392789,0.05,0.12,-0.32,-63.84,29.85,8.48,32.24,23.85,46.63,RUN
121.2497613,1.85,0.42,-0.04,81.48,-10.13,28.75,33.47,22.52,45.79,RUN
121.3600938,1.29,-0.19,-0.23,52.43,125.49,18.92,33.9,17.02,46,RUN
121.4711404,0.01,-0.14,-0.12,65,-18.49,-7.2,31.24,13.51,48.02,RUN
121.5825942,0.44,-0.29,-0.28,-79.1,-22.4,-5.49,33.75,11.36,46.26,RUN
121.6925666,1.47,-0.47,-0.2,-102.78,5.25,19.23,35.02,17.85,45.37,RUN
121.8022618,0.5,0.09,-0.12,-65.43,3.78,-3.72,33.2,23.95,45.36,RUN
121.9117427,0.01,0.07,-0.26,26.86,-39.61,10.31,35.12,24.05,43.59,RUN
122.0216045,3.45,1.11,-0.13,67.26,3.72,-28.26,35.52,20.59,44.01,RUN
122.1310203,0.49,-0.05,-0.11,66.47,18.43,-25.21,33.97,14.61,45.47,RUN
122.2417629,-0.15,-0.13,-0.17,-16.48,-11.72,-19.59,33.53,12.5,45.3,RUN
122.3518181,1.96,0.44,-0.22,-19.53,-2.56,-65.25,35.58,13.85,44.14,RUN
122.4627783,0.86,-0.12,-0.1,-61.71,27.59,27.89,32.74,19.57,46.34,RUN
122.5724046,0.03,0.14,-0.22,-44.62,30.58,12.27,32.18,20.42,45.78,RUN
122.6810305,3.37,0.4,-0.05,71.96,4.15,15.14,32.09,19.89,46.37,RUN
122.7916265,1.34,-0.28,-0.17,68.48,130.55,27.04,33.54,14.26,45.85,RUN
122.9014955,-0.22,-0.15,-0.14,60.49,-11.05,-7.93,30.24,10.95,47.89,RUN
123.011225,0.72,-0.39,-0.31,-47.91,-52.55,-16.11,32.84,9.97,46.83,RUN
123.1211052,1.53,-0.51,-0.21,-113.4,18.98,23.01,34,17.63,45.58,RUN
123.2312229,0.19,0.07,-0.23,-60.18,0.67,8.61,32.74,23.91,45.68,RUN
123.3413889,0.08,0.16,-0.21,38.39,-40.47,-0.24,33.52,24.29,43.13,RUN
123.4515646,2.5,0.91,-0.23,75.74,0.73,4.82,34.47,21.67,43.53,RUN
123.5610104,0.39,0.04,-0.04,74.46,16.24,-12.57,32.5,14.69,47.08,RUN
123.6712584,-0.19,-0.11,-0.14,0.67,-13.79,-16.05,33.19,10.96,45.57,RUN
123.781388,2.49,0.43,-0.56,-11.35,10.56,-15.63,35.21,13.73,44.96,RUN
123.8911552,0.86,0.02,-0.07,-76.9,7.26,26.79,33.59,21.24,45.46,RUN
124.0016074,-0.11,-0.01,-0.2,-50.35,25.76,5.13,32.34,22.52,44.81,RUN
124.1113305,3.37,0.77,-0.13,17.46,30.52,31.19,33.04,21.84,44.9,RUN
124.2208638,1.57,-0.2,0.28,61.77,104.92,30.58,34.17,16.35,45.78,RUN
124.3315001,-0.15,-0.21,-0.05,45.96,-7.08,-6.77,32.69,12.66,45.28,RUN
124.4412093,0.65,-0.27,-0.02,-34.79,-29.79,-11.47,34.46,11.49,44.91,RUN
124.5515845,1.92,-0.28,-0.07,-87.1,39.18,28.32,34.97,18.6,44.68,RUN
124.6612284,0.23,0.31,-0.22,-48.71,-0.49,11.6,34.3,20.76,43.18,RUN
124.770638,-0.16,0,-0.24,20.63,-25.82,-1.77,34.88,20.53,43.43,RUN
124.8816791,2.42,0.54,-0.49,41.44,-17.4,-15.87,34.55,18.16,42.64,RUN
124.9916046,0.74,-0.02,-0.08,46.26,18.55,1.16,33.72,12.82,43.92,RUN
125.1004643,-0.1,-0.16,-0.15,49.56,-26.12,-21,33.02,10.63,43.87,RUN
125.2103722,2.91,-0.77,0.21,-47.79,17.58,-53.47,34.56,12.3,43.04,RUN
125.3211854,1.41,-0.13,0.02,-95.15,62.99,33.14,33.06,18.31,44.48,RUN
125.4324932,0.08,0.14,-0.29,-42.11,4.94,9.64,33.15,20.72,43.33,RUN
125.542299,1.41,0.53,-0.07,93.87,-33.45,-6.1,34.08,20.89,43.31,RUN
125.6520159,1.51,-0.07,-0.12,70.86,86.24,9.4,35.78,18.46,42.72,RUN
125.7618742,0.02,-0.14,-0.08,49.32,7.57,-0.37,33.39,14.22,44.51,RUN
125.8727698,0.4,-0.24,-0.26,-22.09,-28.5,-25.57,34.19,12.84,43.51,RUN
125.9833887,1.79,-0.34,-0.17,-99.79,21.36,17.4,34.23,19.64,45.35,RUN
126.0937462,0.33,0.08,-0.19,-55.79,8,14.59,33.33,22.61,44.04,RUN
126.2037175,-0.21,0.05,-0.27,12.39,-36.93,0.67,34.02,23.66,43.12,RUN
126.3129559,2.99,0.83,-0.51,47.91,-35.4,-26,34.56,22.46,42.38,RUN
126.4228206,0.64,-0.19,-0.03,78.61,9.64,-3.23,34.34,14.7,44.97,RUN
126.5327983,-0.31,-0.23,-0.26,-3.36,-26.06,-26.73,34.24,11.76,44.64,RUN
126.6432252,2.68,-0.39,-0.16,-70.25,56.95,-48.52,35.69,15.63,42.96,RUN
126.752672,1.45,-0.06,0.01,-101.5,5.31,25.21,34.24,20.65,43.44,RUN
126.8619144,0.53,0.15,-0.33,-77.21,47.97,5.98,34.16,23.02,42.4,RUN
126.9718874,0.4,0.18,-0.25,79.41,-55.54,-7.45,34.89,23.35,41.16,RUN
127.0824144,1.9,0.51,-0.19,60.06,41.38,-4.64,36.12,21.96,42.29,RUN
127.1920314,0.4,-0.14,-0.02,47.12,1.22,-4.88,35.53,16.85,43.58,RUN
127.3018687,-0.1,-0.18,-0.11,-38.09,-13.49,-22.28,34.99,17.13,43.09,RUN
127.4129469,2.47,-0.35,-0.21,-54.08,-34.24,-16.97,36.17,20.28,42.52,RUN
127.5237424,0.79,-0.02,-0.01,-117.19,7.26,30.4,34.78,23.99,41.89,RUN
127.6335006,-0.14,-0.05,-0.29,-35.89,-5.98,-9.16,33.59,25.89,40.98,RUN
127.7432072,2.68,0.59,-0.15,190.98,-47,-6.59,35.42,27.38,38.56,RUN
127.8529031,1.68,-0.24,0.01,32.84,107.42,47.36,37.08,22,40.22,RUN
127.9635549,-0.01,-0.12,-0.2,76.23,5.8,7.51,34.06,15.92,42.32,RUN
128.0719204,0.2,-0.12,0,11.47,-57.98,-7.02,34.72,16.46,43.21,RUN
128.1820977,2.13,-0.06,0.02,-77.88,67.38,-12.63,34.39,18.74,42.49,RUN
128.2916915,0.25,0.19,-0.21,-53.16,9.52,15.93,33.22,20.41,42.55,RUN
128.4007237,-0.25,0.01,-0.28,-0.06,-18.92,-0.43,33.13,21.91,42.77,RUN
128.5111318,2.13,0.73,-0.33,5.86,-43.76,5.31,33.19,20.95,42.22,RUN
128.6214635,0.78,0.01,-0.12,44.19,12.76,6.65,33.22,17.11,43.08,RUN
128.7302978,0.1,-0.13,-0.17,41.32,-28.2,-15.56,33.25,14.12,43.52,RUN
128.8401446,2.03,-0.43,0.06,-49.13,20.32,-40.59,34.18,17.66,41.63,RUN
128.9502039,1.62,0.03,0.21,-84.47,59.02,15.75,33.56,20.04,41.6,RUN
129.0605423,0.11,0.12,-0.28,-28.81,14.65,12.88,32.89,20.98,41.5,RUN
129.1704152,0.2,0.11,-0.12,35.95,-24.6,-13.37,33.11,21.63,40.91,RUN
129.281414,2.21,0.35,-0.18,73.43,43.88,-5.31,34.07,19.29,40.52,RUN
129.3898346,0.49,-0.02,0.01,72.02,1.65,0.67,32.37,14.61,43.41,RUN
129.499016,-0.27,-0.14,-0.25,16.3,-53.89,-21.97,33.8,10.35,40.8,RUN
129.6094666,2.58,0.52,0.36,-99.85,73.18,-24.48,33.62,15.63,41.03,RUN
129.7173021,1.11,-0.04,-0.15,-62.62,-14.04,26.18,31.23,18.33,42.25,RUN
129.8293724,-0.08,0.05,-0.14,-63.48,43.15,25.33,31.6,19.09,42.24,RUN
129.9394176,3.03,0.8,-0.21,22.03,12.27,8.54,32.73,18.55,41.44,RUN
130.0497332,1.35,-0.05,-0.04,45.65,70.86,9.7,32.92,15.55,41.05,RUN
130.1592963,0.14,-0.08,0.05,80.57,-33.69,-3.54,32.28,9.67,42.61,RUN
130.2691915,0.13,-0.18,-0.01,-41.93,3.54,-28.99,34.81,8.92,38.11,RUN
130.3795602,2.05,-0.26,0,-82.46,31.19,2.87,32.8,13.43,41.92,RUN
130.4890945,0.29,0.05,-0.28,-31.56,-14.34,21.42,32.48,16.52,41.91,RUN
130.5993469,-0.14,-0.01,-0.07,20.14,-47.42,-17.76,32.62,18.81,42.24,RUN
130.7096586,2.57,0.45,-0.42,26.18,-20.2,-20.87,34.06,17.6,39.9,RUN
130.8180938,0.77,-0.09,-0.01,53.47,14.1,-1.53,33.56,11.32,42.59,RUN
130.9285553,-0.03,-0.1,-0.11,-14.22,-1.65,-17.7,33.24,10.4,43.07,RUN
131.03812,2.42,-0.59,-0.28,-89.29,39,-33.33,35.05,12.81,39.79,RUN
131.147943,1.68,-0.07,0.27,-105.16,29.42,27.83,33.22,17.96,42.7,RUN
131.2581561,0.46,0.11,-0.39,-61.46,32.29,12.27,33.79,21.29,40.2,RUN
131.368572,0.4,0.23,-0.18,60.67,-60.67,-15.5,33.44,23.23,41.56,RUN
131.4779139,1.77,0.78,-0.16,96.92,54.93,-2.44,35.88,22.64,39.27,RUN
131.5877261,0.2,-0.1,-0.01,100.1,7.75,-18.8,33.74,14.87,42.99,RUN
131.6974721,-0.01,-0.26,-0.09,41.56,-55.97,-6.59,35,11.72,42.13,RUN
131.8085387,2.37,-0.03,0.09,-68.36,20.57,-23.56,35.36,16.38,43.48,RUN
131.9177091,0.65,-0.04,-0.06,-61.46,-43.52,7.08,34.24,18.76,42.66,RUN
132.027957,-0.37,0,-0.17,32.35,-62.38,17.7,34.36,20.75,42.24,RUN
132.1370487,2.98,0.66,-0.07,-22.34,99.37,17.4,37.52,20.28,37.6,RUN
132.2475219,1.76,0.12,-0.01,97.53,-4.52,3.91,33.41,16.21,43.92,RUN
132.3559279,0.45,0.19,0.63,-143.98,100.83,-16.42,32.8,14.04,44.45,RUN
132.4659262,0.06,-0.32,-0.58,-39.25,-41.32,-6.1,36.5,14.17,41.41,RUN
132.5764892,2.32,-0.48,-0.1,-86.67,62.32,23.99,33.81,19.86,42.68,RUN
132.6857004,-0.07,0.22,-0.16,-66.77,2.56,32.84,33.51,22.45,44.3,RUN
132.7940083,-0.32,0,-0.32,36.38,-42.18,-7.87,33.33,22.94,43.1,RUN
132.9037349,2.22,0.74,-0.17,12.51,-58.11,10.25,32.75,22.27,43.84,RUN
133.0143902,0.88,0,-0.25,42.91,32.78,-5.55,33,16.65,44.32,RUN
133.1242363,-0.2,-0.16,-0.17,14.16,-8.79,-23.38,30.96,16.89,45.28,RUN
133.2329862,2.62,-0.48,0.15,-74.46,32.71,-34.06,32.19,19.34,45.3,RUN
133.3433676,1.4,-0.03,0,-79.53,13.85,20.08,31.75,23.49,45.41,RUN
133.4530416,0.1,0.13,-0.16,-8.73,-16.85,16.72,32.14,23.99,43.3,RUN
133.5629189,0.54,0.3,-0.23,77.58,-17.15,-7.81,34.07,23.61,42.05,RUN
133.6723983,1.81,0.51,-0.35,95.52,48.52,-10.31,34.34,21.42,43.97,RUN
133.7821319,0.3,-0.19,-0.05,71.17,4.64,-7.69,31.52,14.37,45.48,RUN
133.8922329,-0.2,-0.26,-0.22,-11.11,-34.42,-25.88,31.52,15.47,45.89,RUN
134.002027,2.47,-0.32,-0.41,-0.85,-62.38,6.16,32.81,18.54,45.24,RUN
134.1106374,0.83,-0.11,-0.14,-65.25,3.72,20.63,32.82,21.24,44.7,RUN
134.2209237,-0.06,0.04,-0.3,-23.68,5.49,20.45,33.03,22.41,43.84,RUN
134.3309443,1.96,0.05,0.07,19.17,-28.26,28.93,33.68,20.78,43.73,RUN
134.4424365,1.53,0.11,-0.01,59.27,15.14,13.43,33.33,16.22,44.89,RUN
134.5527856,0.25,-0.12,-0.08,21.61,-2.44,-2.26,33.11,13.15,43.08,RUN
134.6644735,0.69,-0.35,-0.13,-37.6,-56.4,-28.56,34.34,14.88,42.47,RUN
134.7745562,2.05,-0.22,0.02,-75.44,49.44,-1.4,34.66,20.79,43.07,RUN
134.8845394,0.28,0.07,-0.22,-32.9,-6.77,5.07,33.37,23.46,43.4,RUN
134.9941027,-0.05,0.04,-0.19,27.95,-34.24,1.77,33.24,25.06,42.11,RUN
135.1038723,2.22,0.26,-0.28,50.54,-13.92,8.54,34.79,21.58,42.75,RUN
135.2146749,0.86,-0.09,0,58.84,8.06,11.23,34.85,16.7,42.91,RUN
135.3237369,-0.12,-0.17,-0.2,36.62,-16.54,-14.16,34.08,13.51,41.82,RUN
135.4341216,2.38,0.46,-0.14,-52,6.47,-24.66,35.55,15.19,42.58,RUN
135.544637,1.4,-0.07,0.05,-80.57,27.83,38.27,33.89,18.16,43.81,RUN
135.6536758,0.19,0.2,-0.25,-47.61,25.94,8,33.61,20.67,43.49,RUN
135.7631872,1.21,0.48,0.45,103.58,-114.99,-9.28,34.22,21.03,43.98,RUN
135.8734972,1.73,0.26,-0.47,83.92,90.21,-5.31,34.92,16.7,43.68,RUN
135.9836493,0.11,-0.02,-0.09,39.79,9.03,-12.76,32.87,14.78,44.68,RUN
136.0928872,0,-0.12,-0.21,-48.4,-18.8,-11.47,34.35,12.81,43.64,RUN
136.2033024,2.39,-0.32,-0.17,-56.15,-21.85,7.63,34.5,17.26,44.27,RUN
136.3134913,0.63,0.07,-0.14,-71.17,14.22,25.57,33.53,21.74,43.84,RUN
136.422493,-0.18,-0.07,-0.28,-13.18,-21.06,-6.1,32.59,24.11,43.19,RUN
136.532676,1.7,-0.04,-0.23,29.72,-27.1,9.4,33.48,24.49,43.05,RUN
136.6423266,1.44,-0.07,0.1,37.78,56.88,10.38,32.92,18.35,44.85,RUN
136.751811,-0.06,-0.17,-0.13,59.33,-18.92,-5.92,32.56,15.69,44.26,RUN
136.8626795,1.33,-0.48,-0.03,-58.84,8.42,-11.35,34.84,14.7,43.41,RUN
136.9724181,1.74,-0.21,0.01,-89.84,46.26,13.85,35.05,20,43.26,RUN
137.0813074,0.29,0.22,-0.2,-38.94,6.04,10.13,33.78,23.33,43.57,RUN
137.1916289,0.12,0.02,-0.2,41.02,-32.78,-2.69,35.03,22.45,43.49,RUN
137.3005199,2.7,0.79,-0.17,63.23,-13.55,-16.91,36.01,20.4,42.94,RUN
137.4100738,0.56,-0.12,-0.03,43.03,9.16,-13.18,35.11,14.88,43.48,RUN
137.520375,-0.14,-0.1,-0.09,16.48,-37.17,-31.8,35.83,13.18,41.89,RUN
137.6301129,2.98,-0.36,0.71,-62.32,59.14,-77.7,36.27,15.47,42.76,RUN
137.7399466,1.15,-0.11,0.12,-69.82,-11.17,33.81,34.96,20.56,42.53,RUN
137.8504961,-0.55,0.08,-0.21,-39.67,-48.89,-4.7,34.7,21.98,42.04,RUN
137.9599626,0.69,-0.19,0.24,-53.16,47.3,6.59,40.47,21.62,34.81,RUN
138.0704172,1.83,0.12,-0.01,67.93,22.58,32.59,35.34,17.79,42.92,RUN
138.1804254,1.59,-0.95,-0.92,-88.68,178.83,-23.44,36.16,13.44,42.27,RUN
138.2900615,0.19,-0.13,-0.37,2.69,-87.16,-0.37,35.67,15.11,42.07,RUN
138.4000838,1.9,-0.43,-0.09,-60.06,6.23,31.31,33.92,18.9,44.58,RUN
138.511302,0.06,0.06,-0.26,-25.76,-4.21,37.11,33.61,20.1,43.95,RUN
138.621006,-0.37,0.04,-0.24,16.42,-42.3,4.21,33.8,21.18,42.27,RUN
138.7316442,2.55,1.1,-0.23,-7.02,13.31,-14.47,36.34,19.17,40.75,RUN
138.8418276,0.81,0.06,-0.03,52.12,14.22,-16.85,34.23,14.71,44.15,RUN
138.9511087,0.08,-0.11,-0.18,10.5,1.95,-26.55,32.8,12.43,43.35,RUN
139.0613866,2.97,-0.01,-0.1,-35.34,-46.81,-31.37,34.68,13.82,42.65,RUN
139.1715469,1.29,0.25,0.09,-88.2,66.1,26.37,35.18,18.99,40.99,RUN
139.2816758,0.09,0.11,-0.3,-25.02,7.14,2.69,33.75,21.9,42.13,RUN
139.3905554,0.51,0.32,-0.25,68.73,-39.86,-13,34.51,22.06,41.43,RUN
139.500071,1.72,0.27,-0.26,103.21,29.17,2.99,35.46,20.07,39.7,RUN
139.6103771,0.25,-0.15,-0.02,57.43,-0.37,-4.94,34.7,15.26,42.93,RUN
139.7200303,-0.11,-0.26,-0.21,-43.46,-9.03,-9.83,35.1,13.02,40.75,RUN
139.8306191,1.89,-0.1,-0.15,-34.97,-9.7,4.03,35.47,17.74,41.99,RUN
139.9398539,0.82,-0.02,-0.06,-59.02,-13.85,18.86,34.59,20.37,41.49,RUN
140.0502286,-0.1,0,-0.19,6.65,-17.7,-1.04,34.31,20.85,39.9,RUN
140.1599889,2.64,0.47,-0.08,15.75,3.78,25.7,34.92,19.12,38.94,RUN
140.2705975,1.53,0.05,0.21,61.46,33.26,18.86,34.18,15.84,41.77,RUN
140.379637,0.54,-0.23,-0.2,3.42,32.1,-0.06,33.53,12.39,41.46,RUN
140.4892161,0.54,-0.31,0.03,-19.1,-84.23,-16.78,35.21,13.7,41.65,RUN
140.5994148,1.95,-0.33,0.06,-90.94,49.07,13.43,35.99,17.71,40.92,RUN
140.7077672,0.18,0.16,-0.23,-38.88,-14.04,26.31,34.46,21.22,40.2,RUN
140.817811,-0.19,0.03,-0.09,18.37,-35.58,-6.04,34.68,21.96,39.59,RUN
140.9284554,2.85,0.98,-0.26,30.82,-28.63,-13.61,35.1,19.89,39.11,RUN
141.0379963,0.74,0.03,-0.02,52.73,11.78,-6.53,33.48,14.87,41.91,RUN
141.1471477,0.13,-0.14,-0.09,15.26,-10.38,-19.47,32.73,12.66,42.64,RUN
141.2562554,2.81,-0.17,0.08,-56.82,13.79,-39.12,34.11,14.22,40.27,RUN
141.3658171,1.36,0.03,0.22,-78.92,53.34,31.56,34.97,19.1,41.43,RUN
141.4751387,0.11,0.22,-0.2,-39.79,9.52,23.13,34.46,20.42,41.24,RUN
141.5846808,0.61,0.43,-0.26,78.61,-27.1,-15.99,34.91,19.86,40.76,RUN
141.6954706,1.48,0.03,-0.17,86.12,58.23,9.4,35.27,17.05,39.75,RUN
141.8043873,0.27,-0.13,0.01,49.93,-3.91,-1.77,33.8,13.4,41.56,RUN
141.9140544,-0.08,-0.35,-0.14,-53.22,-2.26,-15.69,35.23,12.51,39.73,RUN
142.0245984,2.13,-0.18,-0.08,-70.68,-13.12,12.45,33.92,17.38,41.05,RUN
142.1337464,0.64,-0.03,-0.05,-60.49,-3.72,26.73,34,20.29,40.25,RUN
142.2427621,-0.26,0.04,-0.23,8.36,-33.94,0.79,34.51,20.94,39.47,RUN
142.3533194,2.42,0.37,-0.18,61.46,-44.98,33.87,34.74,21.02,38.44,RUN
142.4629509,1.28,0.22,0.17,34.85,21.73,-9.16,33.92,16.21,41.7,RUN
142.5735111,0.22,-0.11,-0.01,20.51,-1.53,-10.31,32.75,14.1,42.65,RUN
