Time (s),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Class
165.0783319,1.05,0.05,0.18,26.61,-0.24,8.18,34.53,37.22,14.42,STAND
165.1888318,0.91,0.02,0.26,22.09,-5.37,3.48,35.6,37.15,15.55,STAND
165.2992115,0.97,-0.01,0.28,6.77,0.85,3.97,34.95,36.74,16.16,STAND
165.4090216,0.95,0.01,0.25,-11.47,-0.37,1.46,35.85,36.5,16.44,STAND
165.5188668,0.96,0.04,0.26,-20.45,0.67,-2.38,35.88,36.28,15.21,STAND
165.6283627,0.96,0.1,0.24,-11.78,2.56,-2.26,35.47,36.47,15.32,STAND
165.7388008,0.96,0.09,0.25,1.95,3.72,0.55,35.39,36.12,15.91,STAND
165.848474,0.99,0.06,0.23,14.77,-10.86,-1.16,35.46,36.46,16.39,STAND
165.9579093,0.96,0.04,0.24,13.12,4.64,-4.39,35.55,36.54,15.77,STAND
166.0688314,0.92,-0.02,0.23,-11.17,10.99,-1.65,35.78,36.6,17.58,STAND
166.1776004,0.99,0.06,0.17,-3.42,1.1,1.53,35.41,37.12,17.38,STAND
166.287194,0.98,-0.03,0.23,-3.85,-11.72,-3.72,35.02,38.17,16.65,STAND
166.397711,0.99,0.04,0.2,10.01,-6.41,4.33,35.34,37.49,16.7,STAND
166.5080085,0.94,0.02,0.31,14.53,-9.16,-2.62,35.23,37.26,16.91,STAND
166.6185501,1,0.03,0.32,8.42,4.7,-5,35.19,37.29,16.09,STAND
166.7283175,0.95,-0.02,0.26,6.23,6.16,1.46,35.34,37.67,17.61,STAND
166.8363922,0.98,0,0.24,3.36,3.6,0.98,35.78,37.68,18.31,STAND
166.9469316,0.97,0.01,0.23,3.48,0.79,1.89,35.63,37,18.59,STAND
167.0555494,0.98,0.01,0.24,-1.1,0.49,2.26,35.83,37.34,18.48,STAND
167.1650662,0.97,0.01,0.23,-1.95,1.65,1.71,35.78,36.39,18.08,STAND
167.2736752,0.97,0.01,0.23,-1.4,0.98,0.98,36.13,36.77,19.2,STAND
167.3839545,0.97,0.02,0.22,-0.24,1.65,0.85,35.29,36.56,18.33,STAND
167.4931562,0.98,0.02,0.22,-0.31,3.48,-0.55,35.5,36.15,19.51,STAND
167.600909,0.96,0.02,0.19,-14.47,-2.32,-0.61,35.29,36.44,19.48,STAND
167.7119505,0.99,0.02,0.22,-0.55,3.97,-0.37,35.67,35.97,19.38,STAND
167.8224447,0.98,0.02,0.21,0.18,1.89,-1.1,35.94,36.9,19.04,STAND
167.93185,0.98,0.03,0.21,-0.24,1.71,-1.28,36.4,36.71,19.71,STAND
168.0415754,0.98,0.02,0.21,-0.55,0.79,0,35.95,36.69,19.49,STAND
168.1505134,0.99,0.03,0.21,-1.95,-0.55,0.31,35.56,36.27,19.67,STAND
168.260345,0.96,0.04,0.21,-3.3,0.85,-0.79,35.31,36.82,19.13,STAND
168.3693705,0.99,0.02,0.21,-4.58,2.62,-1.16,35.9,36.24,17.93,STAND
168.4788835,0.98,0.03,0.18,-6.04,-1.04,2.5,35.94,36.56,18.04,STAND
168.5886126,0.98,0.05,0.2,-0.61,-0.18,0.37,35.94,36.38,19.15,STAND
168.6978242,0.98,0.03,0.21,0.24,-1.04,1.1,36.06,36.17,18.64,STAND
168.8081934,0.99,0.04,0.21,-2.69,1.89,0.49,36.1,36.07,20.19,STAND
168.9178045,0.98,0.05,0.2,-2.5,1.04,0.55,35.89,36.22,19.41,STAND
169.0275893,0.97,0.05,0.19,-2.87,1.59,-0.06,36.18,36.18,18.96,STAND
169.1371269,0.99,0.06,0.19,0.18,1.16,-0.92,36.17,36.18,19.73,STAND
169.2460206,0.98,0.05,0.19,1.1,-0.92,-0.61,36.22,36.38,19.03,STAND
169.356199,0.99,0.04,0.19,-0.61,0.24,-0.06,36.52,36.35,19.48,STAND
169.4661431,0.98,0.06,0.19,-3.11,-0.24,0.98,36.36,35.95,19.56,STAND
169.5742962,0.98,0.06,0.19,-2.2,-0.12,0.55,36.15,36.43,19.42,STAND
169.6849694,0.98,0.06,0.18,-2.08,0.12,-0.49,36.29,35.84,19.85,STAND
169.7949562,0.97,0.06,0.18,0,-0.31,-2.14,36.15,36.28,19.82,STAND
169.9044576,0.99,0.05,0.19,2.08,-0.92,-2.2,35.97,36.5,19.26,STAND
170.0152533,0.98,0.04,0.19,-0.12,-0.55,-2.14,35.82,36.44,20.24,STAND
170.124975,0.98,0.04,0.19,-1.16,-0.49,-1.95,36.6,36.01,19.92,STAND
170.2349412,0.98,0.04,0.18,-0.85,-1.53,-2.5,35.9,36.45,19.42,STAND
170.3449092,0.99,0.04,0.19,0.43,-2.69,-1.28,36.34,36.8,19.3,STAND
170.4542713,0.99,0.04,0.2,3.05,-5.13,-1.04,35.89,37.17,20.73,STAND
170.5641038,0.98,0.02,0.21,-2.26,-4.7,-4.33,36.08,37.01,18.75,STAND
170.6725552,0.97,0.01,0.22,-3.78,-5.8,-1.59,35.42,37.52,19.03,STAND
170.7842219,0.97,0.02,0.24,-4.58,-5.55,-0.98,35.66,37.33,17.36,STAND
170.8934522,0.95,0.02,0.12,-4.94,3.54,0.55,35.06,37.79,16.87,STAND
171.0038052,0.98,0.04,0.23,1.28,-0.67,0.18,35.6,37.78,18.76,STAND
171.113183,0.98,0.04,0.24,1.59,0.67,-0.31,35.27,36.89,17.19,STAND
171.2231159,0.98,0.04,0.24,-0.06,-1.28,-0.85,35.95,37.28,17.75,STAND
171.3324518,0.97,0.04,0.24,-0.43,3.48,-1.65,34.89,36.83,18.33,STAND
171.4431574,0.98,0.03,0.22,0.55,2.69,-1.22,35.24,37.1,17.42,STAND
171.5528519,0.98,0.02,0.22,0.43,0.61,-1.28,35.46,37.45,17.58,STAND
171.6619599,0.98,0.03,0.21,0.49,2.01,0.37,35.34,36.91,19.29,STAND
171.7708356,0.98,0.03,0.21,0.06,1.65,0,35.23,36.91,18.98,STAND
171.8802533,0.98,0.02,0.21,-1.16,-1.04,0.92,35.18,36.91,19.58,STAND
171.9895227,0.98,0.04,0.22,-3.17,0.12,0.24,35.31,36.62,19.02,STAND
172.1001141,0.98,0.05,0.21,0.73,-6.71,-1.28,35.39,36.61,18.33,STAND
172.210005,0.97,0.04,0.21,1.04,-0.12,-0.85,36.36,36.58,19.1,STAND
172.3202691,0.98,0.04,0.21,1.28,-6.35,-1.46,35.69,36.4,18.27,STAND
172.4300811,0.98,0.04,0.21,0.98,-3.36,-0.31,35.44,37,18.87,STAND
172.5396187,0.98,0.02,0.21,-0.43,5.86,-0.31,35.63,36.52,18.32,STAND
172.6501637,0.99,0.05,0.19,1.95,5.92,2.2,35.39,36.83,20.17,STAND
172.7602696,0.98,0.04,0.2,7.75,-1.4,-0.49,35.51,36.58,18.47,STAND
172.8690813,0.98,0.03,0.22,3.97,-9.46,-2.56,35.82,36.32,18.62,STAND
172.9782536,0.97,0.02,0.22,-0.79,-1.71,-1.95,35.18,37.05,19.29,STAND
173.0875895,0.97,0.02,0.23,-2.32,-8.36,0.06,35.94,36.78,18.3,STAND
173.1979635,0.99,0.03,0.24,1.77,0.55,-1.89,35.9,37.06,19.81,STAND
173.3064325,0.98,-0.01,0.24,-4.33,-8.3,1.71,35.33,36.96,19.3,STAND
173.4163136,0.95,0.02,0.22,-4.33,0.43,2.93,36.21,37.04,17.41,STAND
173.5267553,0.88,0.09,0.2,-14.34,8.79,1.59,35.45,35.9,18.09,STAND
173.6360385,1.07,0.07,0.27,-21.67,-2.2,3.42,35.8,36.04,18.54,STAND
173.7459583,0.81,0.2,0.2,-42.85,15.44,-18.25,35.83,37.61,15.97,STAND
173.8557215,1.13,0.13,0.2,-38.57,-5.19,-15.56,34.58,38.15,15.32,STAND
173.9657819,0.91,0.03,0.15,-24.29,-1.83,-24.17,34,38.73,13.89,STAND
174.0759397,1,-0.05,0.22,-26.49,-10.07,-19.23,32.93,41.08,11.34,STAND
174.1857202,0.96,-0.05,0.25,-42.72,1.83,-24.96,31.84,42.37,8.33,STAND
174.2969038,0.96,-0.07,0.22,-49.13,5.98,-11.78,30.96,42.75,6.82,STAND
174.4066112,0.97,-0.09,0.22,-54.32,10.31,-4.09,30.03,42.15,4.06,STAND
174.5158999,0.94,-0.11,0.17,-59.75,17.76,-6.71,30.85,40.93,2.06,STAND
174.625519,1.03,-0.05,0.15,-31.13,11.05,-0.18,31.34,39.98,1.31,STAND
174.7352483,0.97,-0.06,0.11,-7.26,6.96,4.88,32.24,38.39,1.14,STAND
174.8453994,0.96,0.02,0.09,-12.39,-8.48,-10.5,31.56,38.18,-0.83,STAND
174.9560544,0.98,0.01,0.11,-1.04,13.73,-1.77,31.77,37.88,-1.01,STAND
175.0657599,0.99,-0.07,0.08,1.71,-4.7,-2.69,31.75,37.67,-0.12,STAND
175.175663,1.02,-0.03,0.11,0.73,5.07,-6.65,31.99,38.65,0.5,STAND
175.2859786,1,-0.12,0.12,5.43,0.55,3.91,32.26,38.82,-0.02,STAND
175.3951612,1.01,-0.11,0.15,1.16,-2.38,7.93,32.23,38.88,0.37,STAND
175.506048,1,-0.06,0.13,3.11,6.41,13.67,33.04,38.73,1.51,STAND
175.6172574,1.05,0.01,0.11,-6.23,3.23,21.24,33.56,36.89,1.34,STAND
175.7254243,0.88,0.1,0.02,-17.4,2.14,16.6,34.13,35.05,1.37,STAND
175.8359096,1.02,0.23,-0.02,-10.44,10.38,6.23,34.88,33.74,1.61,STAND
175.9460661,1.02,0.17,0.01,-6.47,2.56,6.96,35.3,33.29,1.9,STAND
176.0543952,0.97,0.19,0,-23.07,12.88,-5.68,35.1,32.2,2.27,STAND
176.1651015,0.94,0.2,-0.05,-39.18,-6.29,-8.18,35.03,31.32,0.93,STAND
176.2750759,1.05,0.11,-0.04,-37.48,1.95,-12.45,34.61,30.58,-0.29,STAND
176.3845856,0.98,0.09,-0.02,-23.25,-7.45,-16.72,34.08,30.73,-1.12,STAND
176.494864,1.01,0.01,0.05,-27.65,-7.75,-14.71,33.97,30.41,-3.63,STAND
176.6061649,1,-0.02,0.07,-37.23,-7.81,-14.53,33.58,29.52,-5.05,STAND
176.7165644,0.98,-0.12,0.06,-28.63,-3.36,-23.32,33.26,29.72,-5.83,STAND
176.8264027,1.01,-0.11,0.08,-27.95,-2.93,-12.08,31.98,28.8,-6.79,STAND
176.9368186,1,-0.12,0.07,-34.85,-4.39,-1.16,30.93,27.76,-8.62,STAND
177.0470145,1.02,-0.07,0.06,-29.79,1.65,6.9,31.37,25.74,-9.9,STAND
177.1570008,1.01,-0.07,0.06,-22.28,-0.85,9.4,31.53,23.54,-9.83,STAND
177.2671323,0.94,-0.02,0.06,-17.94,-4.88,13.73,31.38,21.87,-10.57,STAND
177.376492,0.99,0.18,0.08,-1.77,3.78,13.24,31.93,20.36,-8.51,STAND
177.4866259,1,0.1,0.07,-3.6,0.12,-1.53,32.62,18.49,-9.39,STAND
177.5967269,0.95,0.13,0.04,10.38,-2.38,-12.63,32.3,20.56,-9.63,STAND
177.706701,1,-0.07,0.08,-2.69,12.33,-10.56,32.73,21.72,-10.19,STAND
177.8154798,1.09,-0.06,0.07,18.98,-9.22,-11.05,32.5,21.98,-8.96,STAND
177.9263451,0.85,-0.09,0.07,18.25,-18.74,-1.95,31.34,23.11,-8.87,STAND
178.0370359,1.03,-0.07,0.08,14.77,4.52,-3.85,30.82,25.05,-8.81,STAND
178.1467359,1,-0.11,0.15,-16.6,-5.25,-1.22,30.64,24.61,-10.07,STAND
178.2570593,1.04,-0.05,0.12,1.59,2.75,-2.56,31.01,24.76,-9.4,STAND
178.3658357,1,-0.02,0.09,1.4,3.36,-0.18,30.88,24.48,-9.3,STAND
178.4752192,1.01,-0.06,0.11,0.98,-2.56,2.38,31.42,24.77,-9.12,STAND
178.5849614,1,-0.04,0.12,-7.45,-2.81,2.69,31.86,24.57,-8.85,STAND
178.6946106,0.94,-0.05,0.12,-11.9,-5.62,0.06,31.53,24.44,-9.57,STAND
178.8048463,1,-0.01,0.1,4.76,-1.46,-1.16,30.79,23.41,-9.7,STAND
178.9150798,0.99,-0.06,0.13,6.71,2.14,-0.85,31.1,24.56,-9.84,STAND
179.0248446,0.99,-0.06,0.12,0.49,1.71,-0.37,31.16,24.26,-10.13,STAND
179.1340239,1,-0.04,0.09,-6.35,2.08,-0.24,30.76,24.51,-11.11,STAND
179.246099,1,-0.03,0.11,-4.94,-0.12,0.73,30.93,23.67,-9.35,STAND
179.3558445,0.99,-0.03,0.1,-0.49,-0.49,-0.24,31.34,23.88,-10.3,STAND
179.465709,0.99,-0.04,0.1,1.71,-0.43,-1.59,31.04,23.07,-10.28,STAND
179.5752943,1,-0.04,0.1,1.1,-0.37,-1.83,31.08,23.38,-9.94,STAND
179.6859744,1,-0.04,0.11,-1.77,-0.24,-0.85,30.3,23.55,-10.16,STAND
179.7959678,1,-0.05,0.11,-6.23,-1.28,1.65,30.74,23.63,-9.42,STAND
179.9055657,1,-0.03,0.1,-6.71,1.89,2.56,30.99,22.78,-10.01,STAND
180.0155623,1,-0.02,0.1,-3.66,1.4,1.4,30.97,22.63,-9.51,STAND
180.1246963,1,-0.01,0.1,0.55,0.55,0.18,31.51,22.51,-9.34,STAND
180.2347047,1,-0.02,0.1,1.34,-0.55,-0.98,31.38,22.39,-8.95,STAND
180.3448503,1,-0.02,0.1,-0.85,-0.61,-0.92,31.49,22.16,-9.22,STAND
180.4558232,1,-0.02,0.09,-1.28,-0.79,-0.73,31.19,22.69,-9.12,STAND
180.5659237,1,-0.02,0.09,-1.4,0.98,-0.85,31.47,22.45,-8.86,STAND
180.6756594,1,-0.02,0.09,-0.73,0.12,-0.92,31.52,23.02,-9.39,STAND
180.7862601,1,-0.01,0.08,-0.67,1.16,-0.67,31.77,22.66,-9.34,STAND
180.8976107,1,-0.02,0.08,-0.98,0.79,0.12,31.63,22.09,-8.41,STAND
181.0067945,1,-0.01,0.08,-0.98,1.83,-0.55,31.67,22.13,-9.75,STAND
181.1167536,1,-0.02,0.07,-0.24,0.12,-0.49,31.86,21.78,-8.11,STAND
181.2270808,1,-0.02,0.07,-0.18,0.98,-0.18,31.56,22.45,-8.72,STAND
181.3363979,1,-0.02,0.07,-0.43,0.18,-0.85,32.23,21.97,-7.93,STAND
181.4485426,1,-0.02,0.07,0.06,0.55,-0.67,31.97,22.03,-8.11,STAND
181.5587146,1,-0.02,0.07,-0.37,0.06,-0.55,32.12,22.13,-7.67,STAND
181.6690059,1,-0.02,0.06,-0.98,-0.24,-0.31,31.98,21.92,-7.58,STAND
181.7789037,1,-0.02,0.06,-0.49,-0.79,-0.92,32.29,21.95,-8.68,STAND
181.8873198,1,-0.02,0.06,0.73,-0.73,-1.16,31.97,22.2,-7.59,STAND
181.9982975,1,-0.02,0.07,-0.06,-0.85,-1.1,31.62,22.24,-7.98,STAND
182.108068,1,-0.02,0.09,0.12,-0.18,-0.98,31.85,22.6,-6.97,STAND
182.217658,1,-0.02,0.07,-0.37,-0.31,-0.73,32.07,21.69,-7.14,STAND
182.328408,1,-0.02,0.07,-0.49,-0.49,-0.73,31.56,21.89,-6.02,STAND
182.4390364,1,-0.02,0.06,-0.37,-0.55,-0.98,31.63,21.9,-6.85,STAND
182.5482771,1,-0.04,0.08,-3.42,-5.19,-1.65,32.07,22.33,-7.42,STAND
182.6583302,1.01,0.01,0.08,0.43,-0.31,-4.52,31.77,21.92,-6.59,STAND
182.7688043,0.98,-0.03,0.06,4.82,-2.01,-2.38,31.64,22.49,-7.65,STAND
182.8787596,1,-0.03,0.09,0.18,-0.06,-2.38,31.47,22.33,-7.43,STAND
182.9888995,1.01,-0.04,0.08,-0.12,-0.12,-2.99,31.34,22.34,-7.65,STAND
183.0994704,1,-0.05,0.08,0.37,0.12,-2.38,31.65,22.95,-6.97,STAND
183.2098918,1.01,-0.07,0.08,1.28,2.56,1.16,31.38,23.08,-6.21,STAND
183.3200674,0.99,-0.05,0.03,-1.71,-0.06,5.62,31.21,22.97,-6.87,STAND
183.429323,1,0.03,0.05,-2.08,-0.06,-3.36,30.73,21.61,-6.6,STAND
183.5393448,1,-0.15,0.03,-20.57,-0.92,15.08,31.41,21.24,-6.75,STAND
183.6484752,0.97,0.13,0.05,-20.26,-1.16,-8.48,31.03,19.69,-5.85,STAND
183.7581749,0.97,0,0.05,17.82,-3.72,-5.8,31.4,20.04,-7.12,STAND
183.8684137,1.01,0.07,0.07,30.46,4.88,-15.56,31.56,21.74,-6.87,STAND
183.9786539,1.05,-0.27,0.01,20.75,-2.81,18.43,31.9,23.32,-5.54,STAND
184.0886295,0.94,0.03,0.04,-27.95,-3.85,-15.2,31.21,23.46,-6.02,STAND
184.1981816,1.03,-0.03,0.05,-27.1,9.95,16.78,31.25,22.18,-6.48,STAND
184.3089299,1,0.08,0.04,-31.8,2.01,3.78,31.26,19.7,-6.46,STAND
184.4184647,0.97,0.02,0.03,6.96,-4.27,8.18,31.37,18.58,-4.72,STAND
184.528311,0.97,0.14,0.03,49.56,-2.69,-15.69,31.53,20.08,-6.38,STAND
184.6399796,0.97,-0.2,0.05,24.11,1.83,-6.47,31.81,22.45,-4.85,STAND
184.7496779,1.08,-0.07,0.04,-12.82,-1.34,-3.23,31.46,23.33,-4.88,STAND
184.860384,0.96,-0.05,0.08,-28.44,1.1,2.38,31.59,22.45,-4.94,STAND
184.970448,1,0.06,0.06,-4.7,1.4,9.58,31.38,21.22,-6.58,STAND
185.0810204,1.02,0.01,0.06,12.7,5.31,2.62,31.81,21.15,-5.4,STAND
185.1894169,0.98,-0.05,0.05,3.91,-2.08,-1.95,32.01,20.98,-5.37,STAND
185.2993639,1.03,-0.02,0.03,-6.84,4.64,-2.44,32.04,21.44,-5.42,STAND
185.4099445,1,-0.01,0.03,-13.43,-4.52,-1.65,32.39,21.33,-6.25,STAND
185.5194464,0.98,0.02,0.06,-6.35,-4.15,-2.14,32.17,20.51,-5.38,STAND
185.629811,1.01,0.04,0.07,-5.13,1.16,-4.52,31.75,20.54,-5.02,STAND
185.7390041,0.96,-0.01,0.02,12.45,-1.95,-2.81,31.99,20.78,-5.18,STAND
185.8499112,1.01,-0.01,0.06,18.01,1.1,12.39,32.01,21.18,-5.02,STAND
185.959249,0.99,-0.05,0.09,14.34,-4.39,12.33,31.62,21.59,-5.32,STAND
186.0703874,0.98,-0.01,0.03,-27.4,3.17,4.94,31.43,20.19,-5.32,STAND
186.1807995,1.02,0.09,0.02,-34.18,-1.89,-1.83,32.2,18.96,-5.7,STAND
186.2891181,1,0.11,0.07,-13.12,-4.7,-1.1,32.01,17.29,-6.48,STAND
186.3999288,1,0.07,0.06,12.94,-1.22,-3.17,31.99,17,-5.73,STAND
186.5094075,0.99,0.03,0.07,17.64,1.71,-6.35,31.98,19.07,-6.53,STAND
186.6197846,1.01,-0.01,0.06,6.59,2.44,-1.22,31.95,19.52,-5.86,STAND
186.7295778,0.99,0.01,0.07,-8.97,2.08,-3.6,32.76,19.82,-5.93,STAND
186.8391423,1.02,0.02,0.03,-3.36,2.2,2.5,32.56,20,-5.91,STAND
186.9496415,0.99,0.02,0.04,0.73,-1.16,-1.95,32.13,19.38,-5.35,STAND
187.0610116,1.01,0.01,0.04,2.08,2.2,-2.87,32.98,19.21,-5.44,STAND
187.1694279,1,0.01,0.03,1.83,2.14,-3.05,32.69,19.86,-5.16,STAND
187.2796216,1,0.01,0.03,-0.06,1.28,-2.93,32.59,20.45,-5.04,STAND
187.3898466,1.01,0.01,0.01,0.12,2.01,-1.65,32.89,20.03,-4.41,STAND
187.4986122,1,0.02,0.02,3.17,-0.73,-4.46,32.87,20.32,-5.05,STAND
187.6087434,0.99,-0.02,0.04,0.18,-0.24,-4.52,32.76,20.92,-3.8,STAND
187.7189605,1.01,-0.01,0.03,-3.05,-0.43,-0.12,32.45,20.58,-5.91,STAND
187.8283036,1,-0.01,0.02,-2.08,0.24,0.61,32.64,20.54,-4.96,STAND
187.9396138,1,-0.01,0.01,-1.53,0.79,0.43,33.02,20.58,-4.41,STAND
188.0495954,1.01,-0.01,0.02,-0.18,0.55,0.37,32.1,20.32,-4.68,STAND
188.1602945,1,0.01,0,1.4,-0.85,-1.34,32.39,20.37,-5.13,STAND
188.2696459,1,0,0.01,1.53,-0.49,-2.08,32.9,20.62,-5.37,STAND
188.3796554,1,-0.02,0.01,-0.79,-2.2,-1.22,32.51,21.09,-4.41,STAND
188.4894443,1,-0.01,0.02,-1.89,0.12,-2.08,32.21,19.98,-5.11,STAND
188.599215,1.02,-0.01,0.03,0.24,2.56,-0.18,32.52,20.98,-5.6,STAND
188.709975,1.01,-0.02,0.01,1.22,0.98,-1.83,32.57,20.84,-5.75,STAND
188.8195448,1.02,-0.01,0.01,-0.55,-0.24,-0.55,33.19,21.15,-4.91,STAND
188.9292221,1,-0.01,0.01,-0.31,-1.46,-0.67,32.34,21.5,-5.14,STAND
189.0405529,1.01,-0.02,0.01,-0.43,-0.98,-0.18,32.74,21.59,-4.8,STAND
189.1497827,1,-0.03,0.01,-4.21,-2.93,0.43,32.12,20.95,-5.79,STAND
189.2601047,0.99,0,-0.01,-5,-8.42,0.73,32.6,21.13,-6.35,STAND
189.3703356,1.01,0.01,0.02,5.68,-0.24,0.67,32.01,20.12,-5.69,STAND
189.4810016,1,-0.01,0.05,5.74,0,-3.3,31.71,20.96,-5.77,STAND
189.5904686,1.01,-0.02,0.04,-0.98,2.5,-2.08,32.56,20.79,-5.46,STAND
189.7011247,1.01,-0.01,0.03,0.12,1.53,-1.28,31.63,21.18,-4.91,STAND
189.8120291,1,-0.03,0.02,2.93,1.1,-1.28,31.9,21.37,-5.35,STAND
189.9218361,1,-0.03,0.01,2.87,0.61,-2.14,31.93,21.2,-4.61,STAND
190.033953,1,-0.03,0.01,0.55,-1.28,-2.01,32.63,21.68,-6.71,STAND
190.1436548,1,-0.03,0.02,-1.1,-0.61,-0.49,33.25,21.89,-6.38,STAND
190.2536945,1,-0.03,0.01,-0.79,-1.22,-1.16,32.74,21.97,-5.81,STAND
190.3633487,1.01,-0.03,0.01,0.67,0.61,-1.28,33.2,22.27,-8.57,STAND
190.4731526,1,-0.03,0.04,-1.59,-1.4,-1.22,33.3,22.05,-7.34,STAND
190.5844288,0.99,-0.04,0,7.14,-3.85,-4.15,33.28,22.9,-7.78,STAND
190.6944551,1.04,-0.07,0.02,1.71,-1.71,2.5,33.31,22.99,-7.67,STAND
190.8040497,1,-0.01,-0.03,4.33,3.66,-1.59,32.84,23.23,-7.46,STAND
190.9149425,1.02,-0.03,0.03,-14.47,-4.27,6.77,33.01,22.58,-7.01,STAND
191.0245221,1.02,0.01,0.04,-9.46,-1.83,0.43,33.61,22.44,-8.03,STAND
191.1350367,0.99,0.01,0.04,-0.73,-3.66,3.66,33.26,21.77,-8.76,STAND
191.2455292,1.01,-0.02,0.02,2.44,2.01,-0.12,33.86,21.45,-7.53,STAND
191.3553524,1,-0.01,-0.01,0.37,-0.06,-4.58,33.74,21.7,-7.96,STAND
191.4669278,1,-0.02,0.01,2.99,-0.06,-5.43,33.39,21.91,-8.53,STAND
191.5769074,1.02,-0.03,0.03,1.59,-2.44,-2.2,33.7,22.49,-8.02,STAND
191.6862488,1.01,0,0.02,3.72,-2.56,-4.82,33.78,23.07,-8.54,STAND
191.7961273,1,-0.05,0.02,2.93,-3.11,-3.05,33.12,23.61,-9.13,STAND
191.9069083,1,-0.04,0.04,-1.53,-4.21,-3.54,32.4,23.85,-10.17,STAND
192.016921,1.01,-0.06,0.07,-0.37,-1.95,-0.67,32.62,23.74,-8.96,STAND
192.1270807,1,-0.05,0.04,1.59,-1.04,0.73,33.06,24.05,-8.72,STAND
192.2376285,0.99,-0.05,0.04,-0.61,-0.73,0.49,33.04,23.52,-8.9,STAND
192.3477993,1.01,-0.03,0.05,-2.87,-0.31,1.28,32.96,23.41,-8.58,STAND
192.4575005,1,-0.03,0.04,-1.83,-0.31,1.16,32.79,23.67,-8.97,STAND
192.567733,0.99,-0.02,0.02,-1.16,-0.61,0.18,32.53,23.1,-8.46,STAND
192.6768968,1,-0.03,0.04,-1.04,1.22,0,32.63,22.95,-9.2,STAND
192.7857854,1,-0.03,0.04,-0.18,2.2,-0.61,33.52,22.62,-9.14,STAND
192.8960762,1,-0.03,0.04,0.61,0.24,-0.73,34.09,22.94,-10.17,STAND
193.0060768,1.02,-0.04,0.04,0.24,4.52,0,33.34,23.46,-9.06,STAND
193.1159222,1,-0.02,0.04,1.28,0.85,-3.05,33.83,23.46,-8.46,STAND
193.2249398,0.99,-0.02,0.02,5.98,-2.81,-5.49,33.44,23.72,-9.53,STAND
193.3347921,1,-0.03,0.01,12.82,1.71,-7.63,33.33,24.66,-7.04,STAND
193.4433866,1,-0.07,0,11.84,1.89,-5.74,33.44,25.94,-7.71,STAND
193.5538945,1,-0.11,0,5,1.71,-5.19,33.58,26.61,-8.25,STAND
193.6636064,1.01,-0.11,0,-1.1,1.53,-3.6,33.25,27.04,-7.04,STAND
193.7737746,1,-0.1,0,-1.77,-2.26,-0.06,33.74,27.15,-5.93,STAND
193.8832591,1,-0.1,0.01,-2.5,-1.53,0.61,33.58,26.66,-6.43,STAND
193.9934478,1,-0.08,0.01,-2.26,-1.53,1.65,33.09,26.38,-6.31,STAND
194.1036406,1,-0.08,0.01,-1.53,-0.55,0.67,33.4,26.03,-7.91,STAND
194.2145078,1.01,-0.07,0.02,-0.61,-1.4,1.22,33.4,26.32,-8.2,STAND
194.3243372,1,-0.07,0.02,-1.65,-1.1,1.65,33.08,25.98,-7.69,STAND
194.43486,1,-0.06,0.02,-1.4,-0.67,0.98,33.75,26.34,-7.2,STAND
194.5447373,1,-0.07,0.02,-2.08,-0.43,1.34,33.07,25.88,-8.03,STAND
194.6550229,1,-0.06,0.01,-2.2,1.16,1.34,33.7,25.37,-8.41,STAND
194.763907,1.01,-0.06,0.01,-1.16,0.12,1.53,33.64,25.23,-7.02,STAND
194.8730738,1,-0.05,0.01,-1.16,-3.36,0.43,34.16,25.6,-8.45,STAND
194.9827526,1.01,-0.05,0.02,-0.92,-0.98,0.67,33.18,25.09,-8.19,STAND
195.0920324,0.99,-0.04,0.02,-0.98,-2.14,-0.31,33.34,25.15,-6.73,STAND
195.2022867,1,-0.04,0.02,-2.32,-0.79,1.04,33.44,24.89,-8.19,STAND
195.3124776,1,-0.04,0.03,-3.72,-0.49,0.06,33.89,24.74,-7.31,STAND
195.4220867,1.01,-0.04,0.02,-2.32,-1.28,0.12,33.59,24.27,-7.39,STAND
195.532182,1,-0.04,0.02,-2.08,-2.26,0.49,33.4,24.45,-8.45,STAND
195.6430275,1,-0.04,0.03,-3.36,-1.28,-0.24,34.05,23.79,-7.87,STAND
195.7525728,1,-0.03,0.03,-3.23,-1.71,0.12,33.23,23.84,-9.24,STAND
195.862828,1,-0.03,0.02,-1.95,-0.61,-0.12,33.45,23.65,-7.26,STAND
195.9723103,1,-0.03,0.03,-1.46,-0.43,-0.06,33.12,23.4,-8.5,STAND
196.0824702,1,-0.03,0.03,-1.1,0.06,-0.92,33.33,23.84,-7.68,STAND
196.1929517,1,-0.03,0.03,-15.5,-0.49,-0.67,33.14,23.12,-8.44,STAND
196.3025625,1,-0.03,0.03,-0.24,-0.49,-0.92,33.81,22.9,-8.74,STAND
196.4126818,1,-0.03,0.03,-0.92,0.37,-0.55,33.39,23.19,-7.71,STAND
196.5229166,1,-0.02,0.02,-0.49,2.01,-0.31,33.03,23.45,-8.91,STAND
196.6315415,1,-0.03,0.02,-0.43,0.12,-1.04,33.39,23.36,-7.07,STAND
196.7422671,1,-0.03,0.02,0.12,0.24,-0.12,33.91,23.3,-7.86,STAND
196.8527539,1,-0.03,0.02,-0.73,0.18,-0.31,33.78,23.47,-7.52,STAND
