Time (s),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Class
285.7521372,0.92,-0.09,0.06,7.87,10.25,-4.46,33.31,39.58,4.5,STAND
285.8612955,1.02,-0.09,0.11,39.86,-7.69,-6.23,33.72,41.14,5.03,STAND
285.9715528,1,-0.11,0.13,36.38,-7.87,-3.72,32.73,42.77,6.9,STAND
286.0818298,0.96,-0.18,0.08,13.79,3.42,-5,33.03,42.55,8.2,STAND
286.1914017,1,-0.14,0.12,21.48,-2.87,-0.55,32.34,43.71,8.06,STAND
286.3025198,0.98,-0.18,0.11,33.39,-5.25,10.44,33.3,43.92,9.13,STAND
286.4114263,0.97,-0.21,0.12,37.17,-10.68,12.57,32.74,43.4,12.78,STAND
286.5213699,1.05,-0.09,0.16,32.1,-6.9,9.46,34.03,42.38,14.15,STAND
286.6317141,0.96,-0.01,0.12,15.99,2.2,20.75,34.24,40.69,15.41,STAND
286.7405508,0.99,0.06,0.12,27.04,6.9,24.96,34.72,38.87,15.76,STAND
286.8499908,0.98,0.11,0.07,35.58,15.26,24.35,36.44,37.12,18.81,STAND
286.9590497,0.91,0.14,0,30.76,23.07,14.1,36.98,35.06,21.19,STAND
287.0671532,1.14,0.12,0.09,36.32,-2.75,7.87,37.49,34.45,24.37,STAND
287.1770079,1,0.12,0.09,10.5,-5.8,-6.16,37.11,33,25.26,STAND
287.2863498,0.98,0.16,0.1,9.09,-15.99,2.81,37.51,33.09,25.01,STAND
287.3976402,1.02,0.11,0.14,-12.7,-1.16,1.71,37.61,32.93,23.38,STAND
287.5074852,0.97,0.14,0.12,-8.61,-6.16,1.77,37.32,32.86,22.56,STAND
287.6174219,0.98,0.12,0.13,-8.12,-3.6,5.68,38.23,32.09,22.29,STAND
287.7271729,0.98,0.16,0.11,-6.77,-2.08,2.01,38.22,32.47,23.69,STAND
287.8362644,0.98,0.15,0.12,-2.5,-1.1,0.12,38.72,31.6,21.89,STAND
287.9450781,0.97,0.14,0.1,-2.75,0.61,-3.66,37.93,32.89,23.05,STAND
288.0560439,0.98,0.13,0.11,-3.97,1.77,-6.16,37.77,32.79,22.61,STAND
288.1647892,0.99,0.12,0.1,-1.71,2.32,-6.47,37.63,33.62,22.35,STAND
288.2754946,0.99,0.11,0.1,0.55,2.75,-5.07,37.1,33.91,23.28,STAND
288.3854985,1,0.11,0.1,1.89,2.69,-3.54,37.1,34.23,23.33,STAND
288.4952381,1,0.1,0.1,0.24,2.56,-2.69,36.63,34.16,23.24,STAND
288.6051645,0.99,0.11,0.1,-3.11,6.65,-3.23,37.34,33.89,23.12,STAND
288.715193,0.98,0.13,0.08,-0.92,7.45,-5.92,37.54,34.38,24.02,STAND
288.8248906,1.01,0.14,0.07,-11.96,8.24,-5.8,37.12,35.83,24.23,STAND
288.9348354,1,0.13,0.21,-16.17,-26.49,2.69,36.65,36.11,24.06,STAND
289.0447698,0.97,0.16,0.13,-30.4,3.66,-11.72,37.35,35.83,19.17,STAND
289.1542399,1.02,-0.02,0.13,21.3,-43.82,-30.88,36.36,37.39,17.55,STAND
289.2642763,0.95,-0.01,0.25,-25.51,26,-40.47,36.1,38.51,15.95,STAND
289.3743386,1.03,-0.08,0.09,-37.96,37.17,-31.49,34.44,41.93,15.87,STAND
289.4837375,0.94,-0.06,0.09,-21.24,-8.97,-13.18,32.69,43.71,14.81,STAND
289.5932949,1.08,-0.11,0.11,-12.82,5.74,-8.61,32.69,44.53,13.51,STAND
289.7038839,1.01,-0.07,0.17,-6.41,-3.78,0.12,33.07,45.31,11.67,STAND
289.8130252,1,-0.09,0.12,12.76,4.46,5.86,32.7,45.09,12.45,STAND
289.9227791,0.96,-0.1,0.05,-1.22,-2.69,0.73,33.51,44.34,11.89,STAND
290.0327964,1.02,-0.11,0.1,-0.85,2.2,-3.17,33.13,44.29,14.42,STAND
290.1424401,1,-0.09,0.08,-4.09,-3.3,-1.28,33.14,45.06,13.35,STAND
290.2530491,0.97,-0.08,0.07,-7.63,8.73,-0.55,33.46,44.73,13.7,STAND
290.3627343,1,-0.11,0.08,-5.68,11.54,-0.85,33.53,44.49,13.33,STAND
290.4731112,1,-0.06,0.07,-2.87,2.14,-1.65,33.14,44.91,12.39,STAND
290.5826445,0.99,-0.08,0.04,-2.56,0.79,-5.74,33.23,44.59,13.78,STAND
290.6928363,0.99,-0.02,0.08,-2.08,2.08,-3.05,33.15,44.92,14.5,STAND
290.8039095,1,-0.1,0.03,10.5,6.1,1.34,33.17,44.53,13.85,STAND
290.9135234,0.97,-0.01,-0.03,3.48,-1.16,-26,31.21,45.14,14.59,STAND
291.023849,0.99,-0.2,-0.02,-12.15,3.36,-4.21,31.42,46.13,14.51,STAND
291.1337852,0.99,-0.12,0,1.04,4.94,-3.17,30.97,45.65,15.12,STAND
291.2435007,0.99,-0.2,-0.01,6.47,5.98,-4.15,31.19,45.97,15.16,STAND
291.3533826,0.99,-0.17,-0.02,-4.09,3.54,-3.48,31.26,46.25,15.12,STAND
291.4638219,0.99,-0.17,-0.02,-4.33,-3.91,-2.56,31.24,46.72,16.32,STAND
291.5739539,0.99,-0.17,-0.02,-2.38,-2.62,0.18,31.29,47.39,15.5,STAND
291.684119,0.99,-0.16,0,-0.61,-2.99,0.92,31.29,46.86,14.73,STAND
291.7931402,0.99,-0.17,0,-3.91,6.77,0.37,31.07,46.25,15.56,STAND
291.9012499,0.99,-0.15,-0.01,-3.6,5.8,-1.46,31.57,46.89,13.64,STAND
292.011827,0.98,-0.17,-0.03,-3.11,4.33,-1.59,31.38,46.5,15.23,STAND
292.1221447,0.99,-0.18,-0.03,1.46,3.11,-0.43,30.64,46.74,16.1,STAND
292.2316813,1.02,-0.19,-0.01,8.73,-7.39,0.43,31.18,46.8,15.94,STAND
292.3421488,0.99,-0.21,-0.01,6.96,1.4,-0.31,30.94,46.53,16.28,STAND
292.4520946,0.98,-0.22,-0.03,7.26,-3.05,0.18,30.83,46.06,16.98,STAND
292.561667,0.99,-0.18,-0.01,15.32,-10.38,3.11,31.31,46.23,17.63,STAND
292.6718624,0.97,-0.16,-0.03,10.07,1.22,5.62,30.62,45.54,18.19,STAND
292.781143,0.99,-0.12,-0.02,12.76,-3.72,6.59,30.48,44.67,18.7,STAND
292.8903322,0.98,-0.12,-0.01,13.55,-2.44,5.25,31.35,43.55,19.21,STAND
293.0004368,1.01,-0.08,-0.01,20.94,-1.65,4.46,31.57,42.65,20.29,STAND
293.1103146,0.97,-0.07,-0.03,27.59,-5.86,6.1,31.53,41.87,22.13,STAND
293.2208817,1.02,-0.01,0.01,45.78,-19.47,10.5,32.14,41,23.3,STAND
293.3309915,0.99,-0.01,0.08,30.4,-10.5,20.69,33.12,39.34,24.3,STAND
293.44104,1,-0.03,0.13,2.26,-3.23,5.07,34.02,37.74,23.73,STAND
293.5501797,0.97,0.04,0.11,-27.16,-12.15,-1.22,33.81,37.34,22.33,STAND
293.6606271,1.04,0.03,0.16,-21.61,8.42,-1.28,34.18,37.59,21.84,STAND
293.7720892,0.96,0.06,0.07,-7.81,15.26,0.92,33.72,37.89,21.51,STAND
293.8813598,1.03,0.04,0.06,-4.46,9.09,5.8,33.48,37.6,23.3,STAND
293.9918768,1.02,0.04,0.09,-15.99,6.47,-5.13,34.63,37.88,22.33,STAND
294.1015809,1,0.06,0.08,-27.34,4.58,-13.85,33.84,38.88,21.84,STAND
294.2113197,1.02,0.06,0.02,-32.96,11.9,-10.93,33.24,40.71,22.35,STAND
294.3217907,1.09,0.02,-0.02,-41.87,-4.82,-12.08,33.07,41.35,19.87,STAND
294.4320538,0.92,-0.07,0,-47.91,4.09,-8.79,32.36,42.41,16.64,STAND
294.5414166,0.96,-0.17,0.01,-51.64,2.08,-0.31,32.43,42.79,13.95,STAND
294.6517003,1.03,-0.13,0,-32.9,-1.71,-5.74,32.57,42.69,12.48,STAND
294.7619085,0.96,-0.14,0.02,-15.56,1.1,-2.01,31.98,42.75,9.12,STAND
294.8717992,1.03,-0.09,0.07,-6.9,-8.3,-6.53,32.86,43.37,8.59,STAND
294.9831636,0.95,-0.12,0.04,-9.64,-4.09,-3.42,33.18,42.75,7.75,STAND
295.0920956,0.97,-0.12,0.07,-12.51,-1.16,-0.12,33.09,42.93,6.68,STAND
295.2026989,1.04,-0.15,0.08,0.18,-7.51,-5.74,32.6,43.13,6.96,STAND
295.3122559,0.98,-0.14,0.09,7.75,-6.35,-8.06,32.4,43.59,5.81,STAND
295.4227724,0.99,-0.13,0.09,9.7,-4.64,-1.77,32.08,44.41,5.57,STAND
295.533124,0.98,-0.14,0.1,7.02,-0.79,1.89,32.36,44.49,7.12,STAND
295.6430984,0.99,-0.13,0.1,0.31,-0.24,3.48,32.35,44.31,7.01,STAND
295.7521214,1,-0.14,0.1,-3.3,-1.4,1.22,33.07,43.86,7.1,STAND
295.862334,0.99,-0.13,0.1,-4.39,-0.85,-0.92,32.81,44.27,5.99,STAND
295.9725995,1,-0.12,0.1,-3.11,-1.46,0.31,32.39,43.85,6.75,STAND
296.0827425,0.99,-0.11,0.1,-1.16,-0.61,2.44,32.18,44.65,7.02,STAND
296.1923494,0.98,-0.11,0.1,0.31,2.5,1.53,32.31,44.43,5.8,STAND
296.3037298,0.96,-0.13,0.09,1.71,5.8,0.98,32.56,43.42,7.89,STAND
296.4141505,1.04,-0.15,0.06,10.56,5.92,-1.53,32.35,43.96,7.31,STAND
296.5226533,0.98,-0.15,0.06,26.25,1.4,4.64,32.86,43.85,8.09,STAND
296.6324396,1,-0.22,0.04,37.78,-7.02,7.39,32.96,44.2,9.22,STAND
296.7426586,1.09,-0.16,0.11,33.75,-8.91,9.58,32.95,44.76,11.69,STAND
296.8521507,0.92,-0.06,0.06,21.73,-5,16.72,33.46,42.77,12.15,STAND
296.9624259,1.01,-0.03,0.08,31.01,-7.39,19.41,33.51,41.39,15.03,STAND
297.0724247,0.98,0.05,0.11,36.74,0.55,25.21,35.17,39.59,16.56,STAND
297.1820796,0.96,0.1,0.09,39.25,-1.34,26.92,36.04,37.05,19.27,STAND
297.2919288,1,0.18,0.15,34.61,-2.99,16.24,36.96,35.28,20.92,STAND
297.4012103,1.01,0.14,0.16,16.85,-3.54,6.71,36.84,33.83,22.09,STAND
297.5101798,1.01,0.13,0.2,8.48,-5.19,1.71,37.59,33.42,21.5,STAND
297.6215756,0.96,0.08,0.2,8.36,-1.89,-3.6,37.66,32.93,20.84,STAND
297.73191,1.01,0.09,0.21,1.04,-5.62,-6.96,37.46,33.74,21.09,STAND
297.8410287,0.98,0.07,0.19,-1.16,-12.39,-9.7,36.94,34.27,20.41,STAND
297.9510145,1.01,0.07,0.21,-1.59,-9.89,-7.08,35.97,35.47,19.48,STAND
298.0609417,0.99,0.06,0.22,-5.86,1.4,-2.5,35.93,35.6,18.92,STAND
298.1701286,0.98,0.06,0.21,-0.12,-3.17,0.43,36.65,35.6,18.91,STAND
298.2802706,0.98,0.07,0.21,1.77,-4.82,0.79,36.23,35.56,19.78,STAND
298.3900752,0.98,0.05,0.21,3.66,6.84,0.43,36.17,35.13,19.78,STAND
298.4991915,0.98,0.05,0.2,-0.12,2.99,-2.14,36.45,35.44,20.37,STAND
298.6080937,0.98,0.05,0.19,-0.98,1.83,-0.92,36.87,35.56,19.6,STAND
298.7190189,0.98,0.05,0.18,-3.17,3.72,-1.59,36.85,35.82,20.06,STAND
298.8284845,0.98,0.05,0.17,-2.14,1.71,-3.3,36.56,35.75,18.86,STAND
298.9383788,1,0.04,0.18,-2.38,-9.28,-1.1,36.65,36.19,19.31,STAND
299.0498345,0.98,0.05,0.17,-1.53,2.5,-0.92,35.78,36.96,19.84,STAND
299.1592855,0.96,0.03,0.18,2.62,-0.61,1.95,36.56,36.3,19.79,STAND
299.2690556,0.99,0.03,0.17,-5.25,3.3,-6.71,36.21,36.02,19.96,STAND
299.3771961,0.99,0.05,0.15,-8.48,-1.46,-3.78,35.18,37.08,20.62,STAND
299.4880509,0.99,0.05,0.17,-2.87,-5.13,-0.98,35.91,37.27,19.84,STAND
299.5980608,0.99,-0.01,0.18,0.67,0.31,4.58,36.47,37.05,19.17,STAND
299.7075644,0.99,0.06,0.17,0.31,-1.53,0.18,36.22,37.21,18.58,STAND
299.816577,0.98,0.03,0.18,1.89,-1.89,-0.31,36.05,36.94,19.32,STAND
299.926966,0.97,0.04,0.18,0.06,-0.55,-1.28,36.28,36.8,18.55,STAND
0.000998974,1.27,0.14,0.22,-150.57,-35.46,-25.15,42.02,18.91,30.21,STAND
0.000998974,-0.34,0.08,-0.23,-44.49,-26.18,-1.1,41.91,20.25,27.42,STAND
0.002639532,0.32,-0.11,0.21,12.39,-2.81,10.01,42.05,22.31,26.6,STAND
0.003562927,2.69,0.98,0.67,128.05,31.92,3.72,42.33,20.28,29.91,STAND
0.003562927,0.23,-0.63,-0.26,101.07,-13.24,33.51,42.54,11.41,29.37,STAND
0.004559755,-0.12,-0.35,-0.29,9.83,-58.23,-4.46,42.14,8.39,29.24,STAND
0.005561829,2.76,0.27,0.74,-69.95,63.72,-35.58,42.48,11.18,30.91,STAND
0.006560802,0.83,0.22,0.11,-139.4,-34.61,-17.94,42.22,15.71,30,STAND
0.006560802,-0.43,-0.02,-0.16,-48.28,125.92,-12.27,41.8,15.64,32.34,STAND
0.007559776,0.08,0.05,0.38,115.17,-130.13,-24.35,42.09,17.6,28.65,STAND
0.008563042,2.26,0.57,0.58,138,13.18,44.8,41.93,16.21,30.75,STAND
0.009561062,-0.28,-0.39,-0.01,110.9,34.97,-4.52,42.1,6.95,30.07,STAND
0.010559082,0.02,-0.38,-0.25,2.08,-80.93,-9.09,41.97,5.47,28.92,STAND
0.011561871,3.22,-0.19,0.58,-92.65,42.3,-27.83,42.93,10.07,30.88,STAND
0.011561871,1.17,0.29,0.25,-130.37,-40.41,-13.12,42.86,14.93,29.87,STAND
0.013087749,-0.3,-0.02,-0.07,20.63,-36.25,-16.66,42.87,15.36,28.53,STAND
0.013087749,0.22,0.05,0.05,18.8,-4.39,44.98,42.6,15.97,27.17,STAND
0.01412487,2.79,1.18,0.66,136.72,24.9,39.86,42.29,15.06,31.73,STAND
0.015168428,-0.06,-0.44,0.04,96.74,7.2,4.09,41.87,6.52,30.74,STAND
0.016207457,-0.18,-0.15,-0.14,23.68,-16.05,-42.91,42.03,5.19,29.88,STAND
0.017105579,2.7,-0.01,0.52,-86.73,34.67,-41.87,43.3,7.97,29.64,STAND
0.017105579,1.26,0.08,0.4,-160.1,-46.63,-30.27,42.99,13.46,28.7,STAND
0.018105984,-0.4,0.03,-0.13,-7.45,-9.16,-19.47,42.72,16.91,26.62,STAND
0.019204617,0.01,0.02,-0.2,34.12,6.16,7.75,42.63,19.14,26.1,STAND
0.020204306,2.53,1.13,0.47,98.02,4.76,-11.41,42.77,18.27,30.02,STAND
0.020204306,0.05,-0.56,0.06,97.78,13.37,39.55,42.07,8.19,29.58,STAND
0.021203279,-0.06,-0.3,-0.15,39.55,-38.21,-34.18,42.36,9.14,30.88,STAND
0.022202015,3.73,-0.11,1.49,-104.61,67.44,-34.85,42.18,14.56,31.86,STAND
0.02341795,1.23,0.1,0.19,-126.71,-47.12,-14.22,42.79,18.25,31.75,STAND
0.024201632,-0.21,0.09,-0.2,6.96,-17.58,-0.55,42.46,18.93,27.59,STAND
0.024201632,0.2,-0.05,-0.11,-24.23,-3.78,33.33,42.64,19.87,24.17,STAND
0.025197744,2.48,1.06,0.62,135.19,-5.74,31.98,42.44,18.01,28.98,STAND
0.026206017,-0.08,-0.46,-0.08,106.51,2.08,22.09,41.65,7.69,29.16,STAND
0.027200699,-0.05,-0.13,-0.18,47.06,-63.78,-40.41,42,8.01,29.28,STAND
0.027200699,2.82,0.15,0.53,-58.78,41.14,-41.5,43.4,11.19,30.69,STAND
0.028197765,1.26,0.11,0.27,-124.69,-52.49,-2.44,42.05,14.62,31.97,STAND
0.029200315,-0.18,0.16,-0.04,-16.48,-9.95,-0.98,42.47,16.2,28.69,STAND
0.029200315,0.32,-0.01,-0.08,-33.69,-18.07,18.98,42.03,18.09,27.93,STAND
0.030114651,2.66,1.04,0.6,109.62,7.93,30.03,41.77,15.32,31.58,STAND
0.031206846,-0.21,-0.42,0.06,61.65,24.17,14.47,41.38,7.93,29.04,STAND
0.031206846,-0.04,-0.31,-0.14,3.91,-31.19,-16.42,41.98,7.65,27.8,STAND
0.032202005,1.73,-0.16,0.73,-45.84,40.65,-44.92,42.53,12,29.14,STAND
0.032202005,0.73,0.21,0.37,-75.74,-44.98,-8.73,41.99,15.22,31.02,STAND
0.032202005,0.16,0.11,-0.12,-21.61,45.65,-7.14,41.31,17.46,29.1,STAND
0.033817053,0.61,0.01,-0.03,66.59,-7.45,10.44,41.44,15.59,31.82,STAND
0.033817053,2.42,1.59,0.42,86.55,16.66,-12.39,40.69,11.96,33.19,STAND
0.034925222,0.17,-0.31,0.11,37.78,59.14,18.62,39.01,3.89,33.17,STAND
0.034925222,0.14,-0.19,-0.26,-0.37,0.79,-18.13,39.12,3.66,33.67,STAND
0.035929918,1.66,0.24,0.5,-40.65,1.53,-47.06,41.08,7.45,32.74,STAND
0.036932468,1.09,0.08,0.26,-119.14,-37.23,-36.44,41.11,12.16,33.09,STAND
0.036932468,-0.35,0.15,-0.3,35.95,24.17,-25.51,40.82,17.33,31.36,STAND
0.037927389,0.56,-0.12,0.19,-75.38,-17.94,44.01,41.67,17.8,30.37,STAND
0.037927389,2.17,0.84,0.61,100.89,46.39,34.18,41.88,14.86,32.14,STAND
0.03893137,-0.13,-0.22,-0.04,61.89,12.15,15.44,40.37,6.35,31.67,STAND
0.039924383,0.19,-0.3,-0.17,8.79,-15.26,-25.63,40.49,6.71,32.18,STAND
0.039924383,2.64,0.15,0.58,-77.03,18.8,0.31,41.97,11.47,32.87,STAND
0.040931463,0.99,0.31,0.27,-114.14,-42.24,-34.48,41.59,15.21,31.85,STAND
0.040931463,0,-0.02,-0.5,65.19,-6.53,-26.67,41.7,18.63,28.31,STAND
0.04192996,0.59,-0.04,0.08,-21.97,21.24,22.83,41.83,20.75,26.7,STAND
0.042935133,2.46,0.94,0.66,101.99,44.8,3.3,40.82,18.88,30.37,STAND
0.042935133,-0.02,-0.35,-0.05,91.98,-38.94,12.45,41.7,10.6,29.24,STAND
0.043941498,0.23,-0.28,-0.3,33.45,-54.99,21.48,41.65,8.67,30.04,STAND
0.043941498,1.99,-0.72,0.86,-68.18,80.57,-14.71,43.08,8.69,27.34,STAND
0.044927359,1.22,0.13,0.35,-115.66,-5.55,-13.24,41.48,15.14,31.04,STAND
0.045529604,-0.13,0.06,-0.12,9.34,-5.37,7.32,41.71,18.55,29.92,STAND
0.045529604,0.96,-0.1,0.05,-62.19,-1.46,10.44,41.52,19.06,29.9,STAND
0.046638727,2.08,0.65,0.52,63.9,36.13,3.78,40.54,19.86,33.26,STAND
0.046638727,0.41,-0.17,-0.07,92.35,35.22,-20.02,40.54,15.16,34.68,STAND
0.047644854,0.17,-0.2,-0.33,89.17,-77.15,28.26,39.27,11.72,36.47,STAND
0.048634052,1.44,-0.14,0.41,-20.51,3.78,-25.7,41.86,10.95,32.59,STAND
0.048634052,1.51,-0.08,0.34,-81.54,-18.86,3.54,41.24,14.95,34.51,STAND
0.049628496,-0.07,0.05,-0.11,-22.77,38.21,41.69,40.73,14.2,33.41,STAND
0.049628496,-0.07,0.17,-0.07,17.52,13.37,-23.93,41.99,14.81,29.7,STAND
0.050628424,2.34,0.43,0.45,46.63,28.2,-16.36,41.76,16.85,31.58,STAND
0.051627636,0.49,-0.43,0.32,67.08,30.76,50.35,42.32,13.5,31.2,STAND
0.051627636,-0.12,-0.11,-0.31,-24.48,-20.69,4.03,40.82,9.9,32.57,STAND
0.052628756,1.67,0.01,0.59,-21.18,-20.32,-6.1,41.81,11.4,31.93,STAND
0.052628756,2.44,-0.01,0.61,-68.48,-0.31,7.51,40.84,13.7,35.42,STAND
0.053628445,0.65,0.3,0.19,-55.91,13.98,42.97,40.65,14.97,33.41,STAND
0.053628445,0.25,0.17,-0.13,9.77,-52.43,-47.55,39.73,16.77,31.95,STAND
0.055047274,2.37,0.87,0.58,-42.42,47,-14.89,41.05,19.45,31.63,STAND
0.05553627,0.38,-0.18,0.23,16.42,48.34,8.54,39.97,19.17,33.72,STAND
0.05553627,1.12,0.24,0.28,43.95,12.02,-26.61,38.42,18.82,36.89,STAND
0.056533575,1.25,0,-0.17,34.42,-9.4,-2.26,37.35,16.69,40.3,STAND
0.057533503,1.05,0.05,0.05,22.64,-7.75,-3.3,36.98,16.16,38.44,STAND
0.057533503,0.43,0.06,0,-12.45,31.56,11.29,37.34,13.99,39.28,STAND
0.058534145,1.32,-0.06,0.21,-25.15,1.4,-16.72,36,16.69,41.21,STAND
0.058534145,1.03,0.02,-0.25,-23.25,6.41,-1.04,36.74,17.92,40.36,STAND
0.059534073,1.19,-0.05,-0.08,-27.1,10.44,-2.44,36.45,17.92,40.22,STAND
0.060533524,0.38,0.04,-0.03,7.14,3.11,-4.82,35.9,18.29,40.42,STAND
0.060533524,0.94,-0.01,0.13,23.32,18.01,2.2,35.85,16.44,40.95,STAND
0.061533689,1.11,0.04,-0.16,18.92,-43.52,3.72,36.08,14.44,40.61,STAND
0.061533689,1.48,0.01,0.08,-16.54,-10.8,-16.66,38.22,14.27,39.21,STAND
0.062534332,0.42,0.05,0.13,-14.34,-24.23,24.41,38.44,14.53,36.78,STAND
0.063533783,0.9,-0.04,0.1,-24.54,-20.45,-31.98,40.05,15.05,35.46,STAND
0.063533783,1.51,0,0.27,-0.37,0.67,9.28,39.45,17.68,35.33,STAND
0.063533783,1.48,0.2,-0.18,2.14,3.54,-9.64,39.21,18.87,35.82,STAND
0.065037489,0.59,-0.07,0.1,20.02,-39.31,-10.99,39.79,18.81,33.12,STAND
0.066041946,0.64,0.02,0.23,4.52,-3.97,4.94,40.08,16.92,32.09,STAND
0.066041946,1.12,0.06,0.24,2.32,8.48,3.91,40.17,16.28,33.2,STAND
0.067041874,1.15,-0.06,0.11,-14.71,-32.23,25.57,40.71,16.87,32.54,STAND
0.067041874,1.03,-0.19,0.24,-29.85,-15.63,-25.15,40.83,16.8,31.1,STAND
0.068041563,0.39,0.09,0.13,-32.04,-6.04,22.95,40.52,16.75,30.35,STAND
0.068041563,0.98,0,0.35,-24.66,21.73,-5.13,40.78,16.88,29.86,STAND
0.069041491,1.21,0.1,0.29,-8.54,15.32,15.93,39.64,17.68,31.86,STAND
0.07004118,1.13,0.14,-0.28,6.47,-16.42,-19.29,39.43,18.57,33.22,STAND
0.07004118,0.82,-0.15,0.22,20.32,-19.9,-6.04,40.71,18.12,31.91,STAND
0.071135998,0.65,0.18,0.22,-1.65,7.87,4.76,39.83,18.54,31.41,STAND
0.071135998,1.01,0,0.33,6.04,29.85,9.4,39.09,17.66,31.86,STAND
0.072146416,1.18,0.19,0.16,3.54,1.89,16.42,38.07,16.65,34.66,STAND
0.072146416,1.05,0.13,-0.05,-0.85,-35.22,4.76,38.73,15.43,32.81,STAND
0.073135376,0.91,0.28,0.11,-23.38,10.62,-4.94,38.85,16.85,32.4,STAND
0.074152708,0.82,0.13,0.19,13.49,8,4.39,38.09,15.78,32.98,STAND
0.074152708,1.05,0.12,0.27,-3.78,2.69,-19.29,37.92,16.72,34.45,STAND
0.075145721,1.2,0.09,0.1,-21.97,19.9,5.86,38.11,18.71,34.11,STAND
0.075145721,1.04,0.22,-0.15,-2.26,21.06,-9.34,36.78,19.27,35.5,STAND
0.076146364,1.07,0.2,0.03,25.33,5.49,-0.73,34.96,19.51,37.27,STAND
0.076146364,0.79,0.08,0.06,11.17,13.79,-0.43,35.08,18.52,37.22,STAND
0.077134371,1.02,0.06,0.05,13.49,-2.01,-0.06,34.35,17.65,38.44,STAND
0.078145027,1.22,0.28,-0.07,-3.42,-13.49,6.23,35.4,16.48,37.84,STAND
0.078145027,1.02,-0.11,-0.21,-8.85,-7.39,-6.35,36.23,16.65,37,STAND
0.079155684,0.74,0.16,0.11,2.62,13.92,-0.49,36,17.47,36.73,STAND
0.079155684,0.86,0.12,-0.06,-23.93,18.43,10.01,35.05,16.74,37.68,STAND
0.080146074,0.93,0.13,0.08,-29.72,-80.57,-5.19,36.82,17.52,35.39,STAND
0.080146074,1.3,0.06,0.12,-9.46,67.02,0.31,36.1,18.65,35.53,STAND
0.081141233,1.01,0.28,-0.3,1.4,-5.8,-5.49,35.49,19.73,38.2,STAND
0.081141233,1.09,0.12,-0.02,6.47,26.61,11.47,34.14,19.31,38.02,STAND
0.082145929,0.84,0.18,-0.08,-6.41,-6.96,-7.26,33.47,18.32,39.27,STAND
0.08314991,0.93,0.19,0,-12.39,5.43,3.72,33.39,18.6,39.22,STAND
0.08314991,1.21,0.29,0.01,-5.07,2.5,5.98,34.03,18.53,39.15,STAND
0.084153175,0.97,0.05,-0.06,30.21,-25.82,5.43,34.47,17.87,38.75,STAND
0.084153175,1.11,0.2,-0.07,-8.91,21.3,1.53,35.24,16.69,37.88,STAND
0.085145473,0.93,0.14,-0.13,-1.53,-8.91,-4.52,34.66,16.99,38.26,STAND
0.085145473,0.98,0.15,0.17,-17.21,-20.14,-0.49,34.89,18.08,38.12,STAND
0.086140156,1.08,0.19,-0.09,-26.18,22.77,3.11,37.68,17.75,34.45,STAND
0.087013006,1.02,0.24,-0.07,-9.28,-20.75,-4.21,36.16,19.01,35.29,STAND
0.087013006,0.94,0.32,-0.03,25.76,38.57,-1.65,36.32,18.18,36.21,STAND
0.088017702,0.83,0.08,0,30.09,-34.12,-3.48,36.45,16.03,35.74,STAND
0.089016914,0.86,0.21,0.17,-1.34,-16.54,-2.08,37.52,15.98,34.46,STAND
0.089016914,0.97,0.24,0.17,5.31,-2.75,-0.55,37.35,15.67,35.08,STAND
0.090016842,1.26,0.18,0.12,-0.98,11.6,8.18,37.13,16.72,33.76,STAND
0.090016842,0.62,0.06,-0.13,6.71,1.22,-0.55,36.69,15.39,34.39,STAND
0.091017246,1.1,0.08,0.01,-50.66,16.11,-8.73,36.51,16.69,35.6,STAND
0.091017246,0.83,0.09,0,-13.85,11.41,-1.28,35.94,17.88,36.88,STAND
0.092016935,0.95,0.02,0.17,-37.96,13.92,-2.93,35.58,19.64,37.3,STAND
0.093016863,1,0.16,-0.06,-40.1,32.35,-2.62,34.68,21.74,37.55,STAND
0.093016863,1.1,0.13,-0.17,-54.87,46.51,-18.01,31.92,24.77,37.94,STAND
0.094017029,1,0.12,-0.34,-10.38,1.34,-9.77,30.02,28.27,39.67,STAND
0.094017029,0.97,0.09,-0.28,1.83,-12.51,-18.49,30.29,29.15,38.42,STAND
0.095017195,0.95,0.05,-0.18,5.8,-12.02,-6.1,30.87,29.3,38.07,STAND
0.096017122,0.96,0.05,-0.1,4.76,-2.87,4.46,30.96,29.6,37.02,STAND
0.096017122,1.04,0,-0.16,6.71,-12.39,-2.38,31.15,28.81,37.19,STAND
0.097017288,0.98,0.07,-0.13,-6.71,11.05,-3.6,31.8,28.99,37.18,STAND
0.097521067,1.1,0.08,-0.25,-2.93,15.99,-12.88,31.3,29.37,37.9,STAND
0.098525763,0.97,-0.1,-0.25,-3.97,-2.08,8.67,30.63,29.8,38.71,STAND
0.099525452,0.94,-0.03,-0.26,-14.4,-4.03,1.95,31.31,29.8,37.51,STAND
0.099525452,0.99,-0.01,-0.2,-4.64,4.33,-5,30.4,30.44,37.52,STAND
0.100525379,0.99,-0.07,-0.24,-10.62,-1.95,2.01,30.35,30.49,38.17,STAND
0.101525307,0.97,-0.04,-0.16,-0.49,-9.64,14.1,30.79,30.51,36.93,STAND
0.101673603,0.99,0.02,-0.09,-19.17,1.04,-4.58,31.52,30.38,37.61,STAND
