Time (s),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
0.1981339454650879,0.97, 0.21, -0.20, 40.65, 27.47, 11.90, 36.66, 30.90, 8.98,
0.19913768768310547,0.95, 0.29, -0.26, 33.20, 28.02, -3.17, 36.46, 31.09, 13.81,
0.19913768768310547,1.00, 0.22, -0.07, 39.67, 4.39, -6.10, 36.13, 31.79, 16.59,
0.2001352310180664,0.94, 0.14, -0.17, 33.57, -12.02, -13.24, 35.46, 33.31, 17.25,
0.20113539695739746,0.98, 0.15, -0.11, 39.98, -0.73, -15.44, 34.85, 34.88, 18.74,
0.20113539695739746,1.03, 0.11, -0.08, 15.01, -5.74, -1.16, 33.96, 34.96, 18.80,
0.2021329402923584,0.97, 0.12, -0.06, 3.30, -8.54, -7.81, 33.25, 35.57, 19.78,
0.20313382148742676,0.98, 0.18, -0.08, 17.58, 1.46, 3.42, 33.94, 35.93, 19.15,
0.20313382148742676,1.01, 0.15, -0.05, 21.97, 2.81, 0.00, 33.22, 35.41, 19.87,
0.20413661003112793,0.98, 0.13, -0.05, 14.28, 6.35, -2.87, 33.41, 35.75, 20.84,
0.20512700080871582,0.98, 0.13, -0.06, 13.92, 4.88, -0.92, 33.29, 35.38, 21.52,
0.20512700080871582,0.99, 0.11, -0.07, 9.83, 5.13, -3.78, 33.15, 35.02, 23.11,
0.20608091354370117,1.01, 0.10, -0.09, 5.86, 3.85, -3.72, 33.09, 35.45, 23.97,
0.20668244361877441,1.00, 0.11, -0.10, 2.56, 3.60, -4.82, 33.33, 35.44, 24.08,
0.20779037475585938,1.01, 0.10, -0.10, 2.08, 1.28, -2.26, 32.81, 34.88, 24.33,
0.20779037475585938,0.99, 0.10, -0.10, 5.07, -2.62, -2.75, 33.41, 35.49, 25.20,
0.2087545394897461,1.01, 0.11, -0.09, 13.00, -2.99, 0.67, 32.98, 34.77, 25.96,
0.2087545394897461,1.00, 0.10, -0.09, 13.31, -2.08, 1.22, 33.53, 35.00, 26.45,
0.209794282913208,1.00, 0.08, -0.08, 8.24, -1.95, -1.95, 33.23, 34.56, 25.95,
0.21079349517822266,1.00, 0.11, -0.07, 3.30, -5.31, -3.05, 33.44, 34.81, 26.15,
0.21079349517822266,1.00, 0.09, -0.07, 0.12, -4.76, -1.53, 33.13, 35.08, 26.14,
0.2117619514465332,1.00, 0.09, -0.06, -3.30, -2.14, -0.37, 33.06, 34.83, 24.73,
0.21268987655639648,1.00, 0.10, -0.05, -4.76, -1.71, 0.61, 33.62, 34.72, 25.01,
0.21268987655639648,1.01, 0.11, -0.05, -4.21, -0.55, 0.61, 33.69, 34.38, 24.19,
0.2146909236907959,0.99, 0.10, -0.05, -2.81, -1.04, 0.67, 33.75, 34.91, 25.67,
0.21579289436340332,1.00, 0.11, -0.05, -2.08, -0.61, 1.28, 33.52, 34.52, 24.26,
0.2166917324066162,1.00, 0.11, -0.05, -1.59, -1.10, 0.61, 33.52, 34.31, 23.82,
0.21768808364868164,1.00, 0.11, -0.05, -2.14, -0.67, 0.92, 33.61, 34.67, 24.90,
0.21870994567871094,0.99, 0.11, -0.05, -2.08, 0.06, 0.79, 33.54, 34.64, 24.60,
0.21870994567871094,1.00, 0.13, -0.05, -3.54, 1.22, -0.37, 33.95, 34.73, 24.73,
0.21968841552734375,0.99, 0.11, -0.06, -2.62, 0.12, 0.18, 33.17, 34.80, 24.08,
0.22071337699890137,1.00, 0.13, -0.06, -0.49, 0.92, -0.98, 33.24, 34.59, 24.74,
0.22168827056884766,0.99, 0.12, -0.06, 3.48, 1.83, -2.99, 33.09, 34.77, 24.12,
0.22168827056884766,1.00, 0.11, -0.08, 5.07, 1.16, -3.85, 33.23, 35.11, 25.38,
